country	world_region	year	yearly_co2_emissions	energy_use_per_person	energy_production_per_person
Singapore	East Asia Pacific	2006	30799.133	5264.39866	1e-05
Singapore	East Asia Pacific	2007	19926.478	4677.20431	1e-05
Singapore	East Asia Pacific	2008	36134.618	5094.13571	1e-05
Singapore	East Asia Pacific	2009	58642.664	4257.77628	1e-05
Singapore	East Asia Pacific	2010	58319.968	5006.62099	
Solomon Islands	East Asia Pacific	1990	146.68	170.94521	
Solomon Islands	East Asia Pacific	1991	146.68		
Solomon Islands	East Asia Pacific	1992	143.013		
Solomon Islands	East Asia Pacific	1993	143.013		
Solomon Islands	East Asia Pacific	1994	139.346		
Solomon Islands	East Asia Pacific	1995	143.013		
Solomon Islands	East Asia Pacific	1996	143.013		
Solomon Islands	East Asia Pacific	1997	143.013		
Solomon Islands	East Asia Pacific	1998	143.013		
Solomon Islands	East Asia Pacific	1999	154.014		
Solomon Islands	East Asia Pacific	2000	154.014		
Solomon Islands	East Asia Pacific	2001	157.681		
Solomon Islands	East Asia Pacific	2002	157.681		
Solomon Islands	East Asia Pacific	2003	161.348		
Solomon Islands	East Asia Pacific	2004	161.348	126.4887	
Solomon Islands	East Asia Pacific	2005	161.348	123.42579	
Solomon Islands	East Asia Pacific	2006	165.015	122.64123	
Solomon Islands	East Asia Pacific	2007	179.683	130.04641	
Solomon Islands	East Asia Pacific	2008	179.683		
Solomon Islands	East Asia Pacific	2009	179.683		
Solomon Islands	East Asia Pacific	2010	187.017		
Sierra Leone	Sub Saharan Africa	1990	487.711		
Sierra Leone	Sub Saharan Africa	1991	546.383		
Sierra Leone	Sub Saharan Africa	1992	451.041		
Sierra Leone	Sub Saharan Africa	1993	454.708		
Sierra Leone	Sub Saharan Africa	1994	480.377		
Sierra Leone	Sub Saharan Africa	1995	374.034		
Sierra Leone	Sub Saharan Africa	1996	425.372		
Sierra Leone	Sub Saharan Africa	1997	399.703		
Sierra Leone	Sub Saharan Africa	1998	396.036		
Sierra Leone	Sub Saharan Africa	1999	377.701		
Sierra Leone	Sub Saharan Africa	2000	388.702		
Sierra Leone	Sub Saharan Africa	2001	513.38		
Sierra Leone	Sub Saharan Africa	2002	534.93752		
Sierra Leone	Sub Saharan Africa	2003	568.385		
Sierra Leone	Sub Saharan Africa	2004	553.717		
Sierra Leone	Sub Saharan Africa	2005	462.042		
Sierra Leone	Sub Saharan Africa	2006	616.056		
Sierra Leone	Sub Saharan Africa	2007	517.047		
Sierra Leone	Sub Saharan Africa	2008	535.382		
Sierra Leone	Sub Saharan Africa	2009	535.382		
Sierra Leone	Sub Saharan Africa	2010	575.719		
El Salvador	America	1990	2476.52379	468.43909	0.00032
El Salvador	America	1991	3155.76192	508.09274	0.00032
El Salvador	America	1992	3319.5338	523.10784	0.00032
El Salvador	America	1993	3978.52595	543.20781	0.00031
El Salvador	America	1994	4517.61191	567.93276	0.00031
El Salvador	America	1995	5002.30222	596.74164	0.00031
El Salvador	America	1996	4418.31046	564.16133	0.00031
El Salvador	America	1997	5421.02747	618.23363	0.00032
El Salvador	America	1998	5736.36014	630.31323	0.00031
El Salvador	America	1999	5591.73278	648.77176	0.00034
El Salvador	America	2000	5676.52326	673.77346	0.00036
El Salvador	America	2001	5862.95803	700.26165	0.00038
El Salvador	America	2002	6078.71338	709.74094	0.00039
El Salvador	America	2003	6439.55002	736.94749	4e-04
El Salvador	America	2004	6258.78338	727.34241	4e-04
El Salvador	America	2005	6303.18683	744.79534	0.00041
El Salvador	America	2006	6722.39859	778.70938	0.00043
El Salvador	America	2007	6851.47291	733.49089	0.00048
El Salvador	America	2008	6410.22889	733.50051	0.00051
El Salvador	America	2009	6317.81799	684.1216	0.00051
El Salvador	America	2010	6322.21728	687.28394	
Somalia	Sub Saharan Africa	1990	730.1695		
Somalia	Sub Saharan Africa	1991	707.08032		
Somalia	Sub Saharan Africa	1992	680.0962		
Somalia	Sub Saharan Africa	1993	639.74544		
Somalia	Sub Saharan Africa	1994	628.73069		
Somalia	Sub Saharan Africa	1995	588.37994		
Somalia	Sub Saharan Africa	1996	568.385		
Somalia	Sub Saharan Africa	1997	539.049		
Somalia	Sub Saharan Africa	1998	513.38		
Somalia	Sub Saharan Africa	1999	491.378		
Somalia	Sub Saharan Africa	2000	480.377		
Somalia	Sub Saharan Africa	2001	502.379		
Somalia	Sub Saharan Africa	2002	586.72		
Somalia	Sub Saharan Africa	2003	594.054		
Somalia	Sub Saharan Africa	2004	594.054		
Somalia	Sub Saharan Africa	2005	594.054		
Somalia	Sub Saharan Africa	2006	594.054		
Somalia	Sub Saharan Africa	2007	608.722		
Somalia	Sub Saharan Africa	2008	601.388		
Somalia	Sub Saharan Africa	2009	597.721		
Somalia	Sub Saharan Africa	2010	612.389		
Serbia	Europe Central Asia	1990	56482.08451	2598.79304	0.0014
Serbia	Europe Central Asia	1991	39972.87786	2201.63341	0.00125
Serbia	Europe Central Asia	1992	43722.18096	2020.15373	0.0012
Serbia	Europe Central Asia	1993	38130.47853	1714.97811	0.00114
Serbia	Europe Central Asia	1994	37072.14764	1565.2821	0.00104
Serbia	Europe Central Asia	1995	39174.65567	1808.66575	0.0012
Serbia	Europe Central Asia	1996	45863.72217	2175.79459	0.00118
Serbia	Europe Central Asia	1997	49307.46379	2299.90426	0.00122
Serbia	Europe Central Asia	1998	51926.84948	2302.98378	0.00125
Serbia	Europe Central Asia	1999	35821.68862	1686.92925	0.00103
Serbia	Europe Central Asia	2000	44988.50102	1826.35765	0.00113
Serbia	Europe Central Asia	2001	49307.31906	1994.46347	0.0011
Serbia	Europe Central Asia	2002	52191.02798	2119.78208	0.00113
Serbia	Europe Central Asia	2003	55764.48535	2223.78312	0.00115
Serbia	Europe Central Asia	2004	60262.61446	2424.40444	0.00117
Serbia	Europe Central Asia	2005	51675.7593	2159.57383	0.00104
Serbia	Europe Central Asia	2006	60911.20089	2300.73335	0.00107
Serbia	Europe Central Asia	2007	59679.060340000004	2248.15504	0.00108
Serbia	Europe Central Asia	2008	51722.4074	2289.99546	0.0011
Serbia	Europe Central Asia	2009	45895.76901	2070.22928	0.00096
Serbia	Europe Central Asia	2010	45733.86038	2141.05521	
South Sudan	Sub Saharan Africa	1990	435.15067		
South Sudan	Sub Saharan Africa	1991	407.64817		
South Sudan	Sub Saharan Africa	1992	364.8665		
South Sudan	Sub Saharan Africa	1993	251.80067		
South Sudan	Sub Saharan Africa	1994	345.61475		
South Sudan	Sub Saharan Africa	1995	358.14367		
South Sudan	Sub Saharan Africa	1996	369.45025		
South Sudan	Sub Saharan Africa	1997	451.65217		
South Sudan	Sub Saharan Africa	1998	391.45225		
South Sudan	Sub Saharan Africa	1999	424.45525		
South Sudan	Sub Saharan Africa	2000	461.12525		
South Sudan	Sub Saharan Africa	2001	530.79825		
South Sudan	Sub Saharan Africa	2002	676.5615		
South Sudan	Sub Saharan Africa	2003	756.01317		
South Sudan	Sub Saharan Africa	2004	955.2535		
South Sudan	Sub Saharan Africa	2005	915.22208		
South Sudan	Sub Saharan Africa	2006	1001.091		
South Sudan	Sub Saharan Africa	2007	1177.107		
South Sudan	Sub Saharan Africa	2008	1242.80742		
South Sudan	Sub Saharan Africa	2009	1296.89567		
South Sudan	Sub Saharan Africa	2010	1328.37075		
Sao Tome and Principe	Sub Saharan Africa	1990	47.671	196.7606	
Sao Tome and Principe	Sub Saharan Africa	1991	47.671		
Sao Tome and Principe	Sub Saharan Africa	1992	47.671		
Sao Tome and Principe	Sub Saharan Africa	1993	47.671		
Sao Tome and Principe	Sub Saharan Africa	1994	47.671		
Sao Tome and Principe	Sub Saharan Africa	1995	47.671		
Sao Tome and Principe	Sub Saharan Africa	1996	47.671		
Sao Tome and Principe	Sub Saharan Africa	1997	47.671		
Sao Tome and Principe	Sub Saharan Africa	1998	47.671		
Sao Tome and Principe	Sub Saharan Africa	1999	47.671		
Sao Tome and Principe	Sub Saharan Africa	2000	47.671		
Sao Tome and Principe	Sub Saharan Africa	2001	51.338		
Sao Tome and Principe	Sub Saharan Africa	2002	58.672		
Sao Tome and Principe	Sub Saharan Africa	2003	66.006		
Sao Tome and Principe	Sub Saharan Africa	2004	73.34	247.17537	
Sao Tome and Principe	Sub Saharan Africa	2005	77.007	273.06442	
Sao Tome and Principe	Sub Saharan Africa	2006	84.341	272.14082	
Sao Tome and Principe	Sub Saharan Africa	2007	84.341	264.58208	
Sao Tome and Principe	Sub Saharan Africa	2008	84.341		
Sao Tome and Principe	Sub Saharan Africa	2009	91.675		
Sao Tome and Principe	Sub Saharan Africa	2010	99.009		
Suriname	America	1990	1739.45512		
Suriname	America	1991	2025.46255		
Suriname	America	1992	2032.77798		
Suriname	America	1993	2040.09341		
Suriname	America	1994	2043.39268		
Suriname	America	1995	2061.70646		
Suriname	America	1996	2083.68723		
Suriname	America	1997	2105.66801		
Suriname	America	1998	2105.64679		
Suriname	America	1999	2123.96057		
Suriname	America	2000	2193.61234	1339.17261	
Suriname	America	2001	2365.28844	1417.06622	
Suriname	America	2002	1561.90762	978.64319	
Suriname	America	2003	1539.58777	1031.8419	
Suriname	America	2004	1557.61434	1117.42448	
Suriname	America	2005	1590.32015	1265.4846	
Suriname	America	2006	1740.47947	1188.90351	
Suriname	America	2007	1758.30924	1111.91144	
Suriname	America	2008	1937.29153	1160.9559	
Suriname	America	2009	1996.98217	1152.48389	
Suriname	America	2010	2397.31613	1355.63027	
Slovak Republic	Europe Central Asia	1990	61627.57391	4024.66907	0.001
Slovak Republic	Europe Central Asia	1991	53426.34253	3606.58244	0.00091
Slovak Republic	Europe Central Asia	1992	49015.76007	3410.72788	0.00084
Slovak Republic	Europe Central Asia	1993	46466.8917	3334.79435	0.00093
Slovak Republic	Europe Central Asia	1994	43862.25505	3260.63182	0.00102
Slovak Republic	Europe Central Asia	1995	44303.46354	3315.04799	0.00094
Slovak Republic	Europe Central Asia	1996	44164.19052	3364.25879	0.00093
Slovak Republic	Europe Central Asia	1997	44290.75843	3361.88402	0.00092
Slovak Republic	Europe Central Asia	1998	44047.60384	3256.50253	0.00093
Slovak Republic	Europe Central Asia	1999	43174.4348	3271.41393	0.00102
Slovak Republic	Europe Central Asia	2000	41258.23622	3292.60901	0.00117
Slovak Republic	Europe Central Asia	2001	43355.88567	3456.70547	0.00124
Slovak Republic	Europe Central Asia	2002	42085.29542	3483.86751	0.00126
Slovak Republic	Europe Central Asia	2003	42412.7842	3468.78367	0.00122
Slovak Republic	Europe Central Asia	2004	42902.17357	3416.24785	0.00119
Slovak Republic	Europe Central Asia	2005	42885.85363	3504.47559	0.00122
Slovak Republic	Europe Central Asia	2006	42649.03488	3469.29139	0.00122
Slovak Republic	Europe Central Asia	2007	41037.55984	3320.45472	0.0011
Slovak Republic	Europe Central Asia	2008	41437.83457	3405.69297	0.00118
Slovak Republic	Europe Central Asia	2009	37684.71028	3106.68617	0.00109
Slovak Republic	Europe Central Asia	2010	38530.93523	3306.80554	0.00112
Slovenia	Europe Central Asia	1990	15106.18017	2857.56453	0.00159
Slovenia	Europe Central Asia	1991	14012.6844	2778.95039	0.0016
Slovenia	Europe Central Asia	1992	14018.19641	2584.33517	0.00152
Slovenia	Europe Central Asia	1993	14315.1668	2715.38991	0.00142
Slovenia	Europe Central Asia	1994	14654.64326	2827.91716	0.00148
Slovenia	Europe Central Asia	1995	15267.05818	3049.38659	0.00151
Slovenia	Europe Central Asia	1996	15929.89591	3180.20615	0.00146
Slovenia	Europe Central Asia	1997	16258.35812	3310.40063	0.00152
Slovenia	Europe Central Asia	1998	15974.36212	3253.80886	0.00154
Slovenia	Europe Central Asia	1999	15349.97273	3242.48618	0.00145
Slovenia	Europe Central Asia	2000	15457.70493	3224.3795	0.00156
Slovenia	Europe Central Asia	2001	16391.89873	3381.11201	0.00159
Slovenia	Europe Central Asia	2002	16538.93154	3424.45288	0.00168
Slovenia	Europe Central Asia	2003	16302.50974	3463.52493	0.00164
Slovenia	Europe Central Asia	2004	16664.7829	3571.19487	0.00173
Slovenia	Europe Central Asia	2005	16962.11231	3645.83744	0.00175
Slovenia	Europe Central Asia	2006	17156.34353	3648.98289	0.00171
Slovenia	Europe Central Asia	2007	17293.0182	3632.56533	0.00172
Slovenia	Europe Central Asia	2008	18230.64284	3836.62179	0.00182
Slovenia	Europe Central Asia	2009	16338.02214	3496.22954	0.00175
Slovenia	Europe Central Asia	2010	16382.0817	3579.07246	0.00175
Sweden	Europe Central Asia	1990	57493.01631	5514.55753	0.00347
Sweden	Europe Central Asia	1991	57725.32003	5650.54138	0.00365
Sweden	Europe Central Asia	1992	57438.61506	5369.37036	0.0034
Sweden	Europe Central Asia	1993	57387.30867	5334.1665	0.00335
Sweden	Europe Central Asia	1994	59833.5037	5660.27142	0.00356
Sweden	Europe Central Asia	1995	59248.09769	5702.16504	0.00361
Sweden	Europe Central Asia	1996	63205.7396	5825.09791	0.00361
Sweden	Europe Central Asia	1997	58134.12671	5672.00818	0.00366
Sweden	Europe Central Asia	1998	58688.21804	5769.69506	0.00384
Sweden	Europe Central Asia	1999	55864.72865	5661.49146	0.00376
Sweden	Europe Central Asia	2000	54722.41063	5360.14515	0.00345
Sweden	Europe Central Asia	2001	55695.95474	5680.28049	0.00382
Sweden	Europe Central Asia	2002	56643.32968	5802.11011	0.00358
Sweden	Europe Central Asia	2003	57224.53349	5650.43805	0.00346
Sweden	Europe Central Asia	2004	56468.66775	5847.34416	0.00382
Sweden	Europe Central Asia	2005	53828.92786	5711.12728	0.00384
Sweden	Europe Central Asia	2006	53656.59332	5529.07795	0.00361
Sweden	Europe Central Asia	2007	52799.57443	5472.13539	0.00367
Sweden	Europe Central Asia	2008	50682.64185	5379.9591	0.0036
Sweden	Europe Central Asia	2009	47106.8443	4883.20049	0.00326
Sweden	Europe Central Asia	2010	52888.2927	5427.92505	0.00347
Eswatini	Sub Saharan Africa	1990	964.421	375.4757	
Eswatini	Sub Saharan Africa	1991	876.413		
Eswatini	Sub Saharan Africa	1992	836.076		
Eswatini	Sub Saharan Africa	1993	711.398		
Eswatini	Sub Saharan Africa	1994	1081.765		
Eswatini	Sub Saharan Africa	1995	1063.43		
Eswatini	Sub Saharan Africa	1996	960.754		
Eswatini	Sub Saharan Africa	1997	1202.776		
Eswatini	Sub Saharan Africa	1998	1213.777		
Eswatini	Sub Saharan Africa	1999	1239.446		
Eswatini	Sub Saharan Africa	2000	1191.775		
Eswatini	Sub Saharan Africa	2001	1147.771		
Eswatini	Sub Saharan Africa	2002	1133.103		
Eswatini	Sub Saharan Africa	2003	1048.762		
Eswatini	Sub Saharan Africa	2004	1041.428	395.60123	
Eswatini	Sub Saharan Africa	2005	1030.427	387.161	
Eswatini	Sub Saharan Africa	2006	1030.427	391.85709	
Eswatini	Sub Saharan Africa	2007	1078.098	405.69624	
Eswatini	Sub Saharan Africa	2008	1111.101		
Eswatini	Sub Saharan Africa	2009	1067.097		
Eswatini	Sub Saharan Africa	2010	1059.763		
Seychelles	Sub Saharan Africa	1990	150.347	540.80884	
Seychelles	Sub Saharan Africa	1991	172.349		
Seychelles	Sub Saharan Africa	1992	172.349		
Seychelles	Sub Saharan Africa	1993	183.35		
Seychelles	Sub Saharan Africa	1994	201.685		
Seychelles	Sub Saharan Africa	1995	198.018		
Seychelles	Sub Saharan Africa	1996	234.688		
Seychelles	Sub Saharan Africa	1997	341.031		
Seychelles	Sub Saharan Africa	1998	432.706		
Seychelles	Sub Saharan Africa	1999	509.713		
Seychelles	Sub Saharan Africa	2000	572.052		
Seychelles	Sub Saharan Africa	2001	634.391		
Seychelles	Sub Saharan Africa	2002	539.049		
Seychelles	Sub Saharan Africa	2003	550.05		
Seychelles	Sub Saharan Africa	2004	737.067	3103.9709	
Seychelles	Sub Saharan Africa	2005	689.396	2751.69567	
Seychelles	Sub Saharan Africa	2006	733.4	2872.34043	
Seychelles	Sub Saharan Africa	2007	641.725	2410.82874	
Seychelles	Sub Saharan Africa	2008	693.063		
Seychelles	Sub Saharan Africa	2009	524.381		
Seychelles	Sub Saharan Africa	2010	443.707		
Syria	Middle East North Africa	1990	37075.59045	840.84551	0.00181
Syria	Middle East North Africa	1991	42235.29228	889.72308	0.0021
Syria	Middle East North Africa	1992	42595.90629	827.1825	0.00212
Syria	Middle East North Africa	1993	45258.69112	808.21923	0.00214
Syria	Middle East North Africa	1994	46227.66799	819.99324	0.00225
Syria	Middle East North Africa	1995	41233.88387	843.33308	0.00233
Syria	Middle East North Africa	1996	42356.89098	865.74245	0.00219
Syria	Middle East North Africa	1997	45414.32262	913.93299	0.00219
Syria	Middle East North Africa	1998	49798.26164	990.71533	0.00222
Syria	Middle East North Africa	1999	51813.81257	960.83286	0.00218
Syria	Middle East North Africa	2000	50522.86525	940.88587	0.00204
Syria	Middle East North Africa	2001	48180.10865	944.77597	0.00206
Syria	Middle East North Africa	2002	38469.99801	963.42608	0.00219
Syria	Middle East North Africa	2003	53625.28719	949.88577	0.00206
Syria	Middle East North Africa	2004	50425.92854	969.76412	0.00158
Syria	Middle East North Africa	2005	49921.72009	1132.37927	0.00141
Syria	Middle East North Africa	2006	52883.69819	1134.85257	0.00131
Syria	Middle East North Africa	2007	65772.28902	1138.97262	0.00124
Syria	Middle East North Africa	2008	66932.15359	1117.91045	0.00121
Syria	Middle East North Africa	2009	61612.66521	1013.46882	0.00118
Syria	Middle East North Africa	2010	60766.11525	1013.91684	
Chad	Sub Saharan Africa	1990	377.701		
Chad	Sub Saharan Africa	1991	385.035		
Chad	Sub Saharan Africa	1992	407.037		
Chad	Sub Saharan Africa	1993	403.37		
Chad	Sub Saharan Africa	1994	407.037		
Chad	Sub Saharan Africa	1995	421.705		
Chad	Sub Saharan Africa	1996	436.373		
Chad	Sub Saharan Africa	1997	451.041		
Chad	Sub Saharan Africa	1998	462.042		
Chad	Sub Saharan Africa	1999	476.71		
Chad	Sub Saharan Africa	2000	487.711		
Chad	Sub Saharan Africa	2001	502.379		
Chad	Sub Saharan Africa	2002	509.713		
Chad	Sub Saharan Africa	2003	744.401		
Chad	Sub Saharan Africa	2004	748.068		
Chad	Sub Saharan Africa	2005	766.403		
Chad	Sub Saharan Africa	2006	792.072		
Chad	Sub Saharan Africa	2007	854.411		
Chad	Sub Saharan Africa	2008	927.751		
Chad	Sub Saharan Africa	2009	942.419		
Chad	Sub Saharan Africa	2010	997.424		
Togo	Sub Saharan Africa	1990	973.47037	334.69411	0.00029
Togo	Sub Saharan Africa	1991	1049.32515	334.93002	3e-04
Togo	Sub Saharan Africa	1992	1031.51361	331.90155	3e-04
Togo	Sub Saharan Africa	1993	1069.79802	326.5889	0.00032
Togo	Sub Saharan Africa	1994	1005.74323	361.13169	0.00032
Togo	Sub Saharan Africa	1995	1175.70285	370.59824	0.00033
Togo	Sub Saharan Africa	1996	1266.20689	403.82933	0.00034
Togo	Sub Saharan Africa	1997	879.70569	385.83458	0.00034
Togo	Sub Saharan Africa	1998	1291.0232	399.37951	0.00035
Togo	Sub Saharan Africa	1999	1851.94909	442.47673	0.00037
Togo	Sub Saharan Africa	2000	1332.4621	428.62788	0.00037
Togo	Sub Saharan Africa	2001	1159.86189	415.94452	0.00037
Togo	Sub Saharan Africa	2002	1323.55381	419.57822	0.00037
Togo	Sub Saharan Africa	2003	1806.20867	431.98592	0.00037
Togo	Sub Saharan Africa	2004	1745.35689	425.59009	0.00037
Togo	Sub Saharan Africa	2005	1723.0006	422.64917	0.00037
Togo	Sub Saharan Africa	2006	1501.73458	410.69656	0.00037
Togo	Sub Saharan Africa	2007	1517.99388	415.00828	0.00037
Togo	Sub Saharan Africa	2008	1524.02482	421.08238	0.00037
Togo	Sub Saharan Africa	2009	2743.08214	498.43485	0.00037
Togo	Sub Saharan Africa	2010	2597.8233	485.11285	
Thailand	East Asia Pacific	1990	89378.89734	741.60559	0.00047
Thailand	East Asia Pacific	1991	98343.5076	795.84054	0.00051
Thailand	East Asia Pacific	1992	107926.8496	839.42252	0.00053
Thailand	East Asia Pacific	1993	121312.72776	877.7555	0.00052
Thailand	East Asia Pacific	1994	134616.71298	961.75355	0.00054
Thailand	East Asia Pacific	1995	156764.31059	1041.31143	0.00056
Thailand	East Asia Pacific	1996	173870.8377	1151.52433	0.00062
Thailand	East Asia Pacific	1997	179206.11214	1159.17265	0.00066
Thailand	East Asia Pacific	1998	159369.77309	1073.83282	0.00064
Thailand	East Asia Pacific	1999	166279.49085	1133.2919	0.00067
Thailand	East Asia Pacific	2000	170837.36056	1148.24952	7e-04
Thailand	East Asia Pacific	2001	182633.89347	1170.74442	0.00068
Thailand	East Asia Pacific	2002	192211.60228	1283.93314	0.00071
Thailand	East Asia Pacific	2003	203403.77636	1380.5015	0.00075
Thailand	East Asia Pacific	2004	218693.05345	1481.5726	0.00077
Thailand	East Asia Pacific	2005	224529.82147	1513.47004	0.00082
Thailand	East Asia Pacific	2006	227903.32427	1533.99542	0.00085
Thailand	East Asia Pacific	2007	230950.73254	1590.07584	0.00088
Thailand	East Asia Pacific	2008	228303.09125	1624.82922	0.00094
Thailand	East Asia Pacific	2009	243478.41148	1610.68336	9e-04
Thailand	East Asia Pacific	2010	256632.17791	1753.7026	
Tajikistan	Europe Central Asia	1990	10129.6023	1004.53006	0.00038
Tajikistan	Europe Central Asia	1991	9113.1529	938.91509	0.00034
Tajikistan	Europe Central Asia	1992	7300.59702	752.96384	3e-04
Tajikistan	Europe Central Asia	1993	5165.62833	579.99898	3e-04
Tajikistan	Europe Central Asia	1994	2349.36836	438.11108	0.00027
Tajikistan	Europe Central Asia	1995	2444.88785	385.97612	0.00023
Tajikistan	Europe Central Asia	1996	2824.79622	367.13633	0.00023
Tajikistan	Europe Central Asia	1997	2150.68052	360.5362	0.00021
Tajikistan	Europe Central Asia	1998	2496.45137	373.43639	0.00021
Tajikistan	Europe Central Asia	1999	2517.60528	365.76699	0.00023
Tajikistan	Europe Central Asia	2000	2233.90149	345.64738	2e-04
Tajikistan	Europe Central Asia	2001	2287.36116	335.64891	0.00021
Tajikistan	Europe Central Asia	2002	1874.46761	331.01261	0.00022
Tajikistan	Europe Central Asia	2003	2063.88003	331.42497	0.00023
Tajikistan	Europe Central Asia	2004	2549.36033	351.91986000000003	0.00023
Tajikistan	Europe Central Asia	2005	2423.12303	344.6732	0.00024
Tajikistan	Europe Central Asia	2006	2636.29566	348.54817	0.00023
Tajikistan	Europe Central Asia	2007	3206.91695	365.1332	0.00024
Tajikistan	Europe Central Asia	2008	2884.0088	340.33978	0.00022
Tajikistan	Europe Central Asia	2009	2433.01814	289.52852	0.00022
Tajikistan	Europe Central Asia	2010	2512.45391	289.07308	
Turkmenistan	Europe Central Asia	1990	41062.20564	4755.07218	0.02041
Turkmenistan	Europe Central Asia	1991	35567.96802	4011.46922	0.01965
Turkmenistan	Europe Central Asia	1992	32021.59184	2662.35179	0.01258
Turkmenistan	Europe Central Asia	1993	27540.04662	2616.74224	0.01438
Turkmenistan	Europe Central Asia	1994	33469.91515	3233.10868	0.00802
Turkmenistan	Europe Central Asia	1995	33959.99263	3253.80807	0.00784
Turkmenistan	Europe Central Asia	1996	30628.78199	2789.90499	0.0077
Turkmenistan	Europe Central Asia	1997	30580.90322	2750.01653	0.00457
Turkmenistan	Europe Central Asia	1998	32051.17482	2838.13155	0.00412
Turkmenistan	Europe Central Asia	1999	37635.81117	3320.76236	0.00592
Turkmenistan	Europe Central Asia	2000	37496.26736	3294.769	0.01021
Turkmenistan	Europe Central Asia	2001	38030.87746	3321.97749	0.01107
Turkmenistan	Europe Central Asia	2002	39922.27093	3431.57459	0.01149
Turkmenistan	Europe Central Asia	2003	44556.58433	3788.40649	0.0126
Turkmenistan	Europe Central Asia	2004	46485.11346	3915.2003	0.01231
Turkmenistan	Europe Central Asia	2005	48271.04389	4032.95619	0.01288
Turkmenistan	Europe Central Asia	2006	49412.57476	4082.79916	0.01249
Turkmenistan	Europe Central Asia	2007	55935.89256	4594.92959	0.01355
Turkmenistan	Europe Central Asia	2008	56712.13189	4587.45176	0.01391
Turkmenistan	Europe Central Asia	2009	50211.82938	3970.28587	0.00821
Turkmenistan	Europe Central Asia	2010	57155.64989	4459.24517	
Timor-Leste	East Asia Pacific	2002	161.348		
Timor-Leste	East Asia Pacific	2003	161.348		
Timor-Leste	East Asia Pacific	2004	176.016	59.67735	
Timor-Leste	East Asia Pacific	2005	176.016	58.28355	
Timor-Leste	East Asia Pacific	2006	179.683	58.04619	
Timor-Leste	East Asia Pacific	2007	183.35	58.85804	
Timor-Leste	East Asia Pacific	2008	201.685		
Timor-Leste	East Asia Pacific	2009	227.354		
Timor-Leste	East Asia Pacific	2010	234.688		
Tonga	East Asia Pacific	1990	77.007	266.60177	
Tonga	East Asia Pacific	1991	95.342		
Tonga	East Asia Pacific	1992	69.673		
Tonga	East Asia Pacific	1993	84.341		
Tonga	East Asia Pacific	1994	91.675		
Tonga	East Asia Pacific	1995	95.342		
Tonga	East Asia Pacific	1996	77.007		
Tonga	East Asia Pacific	1997	99.009		
Tonga	East Asia Pacific	1998	88.008		
Tonga	East Asia Pacific	1999	110.01		
Tonga	East Asia Pacific	2000	95.342		
Tonga	East Asia Pacific	2001	88.008		
Tonga	East Asia Pacific	2002	102.676		
Tonga	East Asia Pacific	2003	117.344		
Tonga	East Asia Pacific	2004	110.01	568.7601	
Tonga	East Asia Pacific	2005	113.677	564.88777	
Tonga	East Asia Pacific	2006	128.345	560.43891	
Tonga	East Asia Pacific	2007	113.677	565.40685	
Tonga	East Asia Pacific	2008	121.011		
Tonga	East Asia Pacific	2009	132.012		
Tonga	East Asia Pacific	2010	117.344		
Trinidad and Tobago	America	1990	16996.42913	4903.15253	0.01038
Trinidad and Tobago	America	1991	16982.21079	4841.4364	0.00999
Trinidad and Tobago	America	1992	19119.81372	5289.71935	0.01001
Trinidad and Tobago	America	1993	17935.75712	5034.19544	0.00931
Trinidad and Tobago	America	1994	17400.21281	5039.56399	0.00979
Trinidad and Tobago	America	1995	16983.38191	4903.03381	0.00965
Trinidad and Tobago	America	1996	20546.9479	5783.00806	0.01017
Trinidad and Tobago	America	1997	18347.47337	5441.49135	0.01008
Trinidad and Tobago	America	1998	19074.24309	6309.01446	0.01083
Trinidad and Tobago	America	1999	22495.17651	7353.44041	0.0125
Trinidad and Tobago	America	2000	23785.54095	7764.84213	0.01547
Trinidad and Tobago	America	2001	26302.10045	8640.84263	0.01591
Trinidad and Tobago	America	2002	28562.67185	9361.37434	0.0184
Trinidad and Tobago	America	2003	31924.85257	10417.69253	0.02373
Trinidad and Tobago	America	2004	33367.26355	10880.11066	0.02521
Trinidad and Tobago	America	2005	38091.41504	12430.52845	0.0277
Trinidad and Tobago	America	2006	42595.49651	13805.01335	0.03239
Trinidad and Tobago	America	2007	45386.33223	14617.04183	0.03256
Trinidad and Tobago	America	2008	44288.63984	14127.16641	0.0321
Trinidad and Tobago	America	2009	44805.62213	14210.55014	0.03293
Trinidad and Tobago	America	2010	47847.82093	15108.65288	
Tunisia	Middle East North Africa	1990	13137.8467	600.17402	7e-04
Tunisia	Middle East North Africa	1991	15375.43189	581.29522	0.00076
Tunisia	Middle East North Africa	1992	14903.96367	632.45611	0.00077
Tunisia	Middle East North Africa	1993	16367.30904	602.85266	0.00066
Tunisia	Middle East North Africa	1994	15788.99539	639.06062	0.00062
Tunisia	Middle East North Africa	1995	15561.50844	636.06245	6e-04
Tunisia	Middle East North Africa	1996	16594.38525	654.67254	0.00065
Tunisia	Middle East North Africa	1997	16761.57721	666.05323	0.00069
Tunisia	Middle East North Africa	1998	17823.11789	717.1948	0.00073
Tunisia	Middle East North Africa	1999	18135.06948	733.32943	0.00072
Tunisia	Middle East North Africa	2000	19686.42956	752.53879	7e-04
Tunisia	Middle East North Africa	2001	20562.09545	787.33943	7e-04
