country	world_region	year	yearly_co2_emissions	energy_use_per_person	energy_production_per_person
Ecuador	America	2000	20579.4784	695.18472	0.00184
Ecuador	America	2001	22958.27721	724.37075	0.00183
Ecuador	America	2002	24773.40532	694.60108	0.00174
Ecuador	America	2003	26769.77987	693.00398	0.00183
Ecuador	America	2004	28809.41397	658.11214	0.00222
Ecuador	America	2005	29994.59894	675.36701	0.00219
Ecuador	America	2006	28547.95591	667.10384	0.00219
Ecuador	America	2007	31556.43827	742.18905	0.00209
Ecuador	America	2008	33352.22332	672.48277	0.00203
Ecuador	America	2009	35532.28642	788.08243	0.00192
Ecuador	America	2010	35913.47829	784.05191	
Egypt	Middle East North Africa	1990	75280.5108	574.52927	0.00097
Egypt	Middle East North Africa	1991	77358.0938	561.93669	0.00096
Egypt	Middle East North Africa	1992	80004.91274	564.4096	0.00096
Egypt	Middle East North Africa	1993	92353.13797	573.40232	0.001
Egypt	Middle East North Africa	1994	84625.72844	540.66487	0.00097
Egypt	Middle East North Africa	1995	94966.12455	563.54582	0.00096
Egypt	Middle East North Africa	1996	93644.11546	586.21915	0.00093
Egypt	Middle East North Africa	1997	107599.99814	598.39613	9e-04
Egypt	Middle East North Africa	1998	121564.71174	628.51817	0.00088
Egypt	Middle East North Africa	1999	124599.32991	630.03516	0.00089
Egypt	Middle East North Africa	2000	140462.51605	589.66778	0.00083
Egypt	Middle East North Africa	2001	124394.52289	649.74163	0.00083
Egypt	Middle East North Africa	2002	125884.43699	657.75099	0.00087
Egypt	Middle East North Africa	2003	146581.99715	670.2501	9e-04
Egypt	Middle East North Africa	2004	149265.80899	711.34672	0.00089
Egypt	Middle East North Africa	2005	165176.86996	813.9993	0.00104
Egypt	Middle East North Africa	2006	176163.63897	844.98761	0.00105
Egypt	Middle East North Africa	2007	186057.40353	889.38944	0.00107
Egypt	Middle East North Africa	2008	195445.32919	907.59527	0.00112
Egypt	Middle East North Africa	2009	202875.67973	911.48859	0.00111
Egypt	Middle East North Africa	2010	198970.51074	876.54218	
Eritrea	Sub Saharan Africa	1994	707.41138	428.26954	0.00022
Eritrea	Sub Saharan Africa	1995	791.05586	452.63317	0.00023
Eritrea	Sub Saharan Africa	1996	861.37038	476.80363	0.00023
Eritrea	Sub Saharan Africa	1997	768.3115	474.07205	0.00023
Eritrea	Sub Saharan Africa	1998	586.29037	306.62173	0.00014
Eritrea	Sub Saharan Africa	1999	615.59887	313.52259	0.00014
Eritrea	Sub Saharan Africa	2000	604.57036	308.79692	0.00014
Eritrea	Sub Saharan Africa	2001	626.50158	312.34267	0.00014
Eritrea	Sub Saharan Africa	2002	600.76179	301.65518	0.00014
Eritrea	Sub Saharan Africa	2003	710.701	308.14776	0.00014
Eritrea	Sub Saharan Africa	2004	765.63521	273.39112	0.00011
Eritrea	Sub Saharan Africa	2005	761.89742	269.56134	0.00011
Eritrea	Sub Saharan Africa	2006	545.38091	237.87088	0.00011
Eritrea	Sub Saharan Africa	2007	559.81067	239.24458	0.00011
Eritrea	Sub Saharan Africa	2008	402.0172	220.20851	0.00011
Eritrea	Sub Saharan Africa	2009	497.38015	231.35305	0.00011
Eritrea	Sub Saharan Africa	2010	497.40247	233.65973	
Eritrea	Sub Saharan Africa	1992		388.61116	0.00022
Eritrea	Sub Saharan Africa	1993		411.44211	0.00022
Spain	Europe Central Asia	1990	231250.59312	2317.47677	0.00089
Spain	Europe Central Asia	1991	240853.26764	2397.71417	0.00088
Spain	Europe Central Asia	1992	249565.70924	2430.37452	0.00086
Spain	Europe Central Asia	1993	241205.86548	2318.98299	0.00084
Spain	Europe Central Asia	1994	253740.27029	2436.01236	0.00082
Spain	Europe Central Asia	1995	267445.57718	2537.07268	8e-04
Spain	Europe Central Asia	1996	254845.09573	2489.34042	0.00083
Spain	Europe Central Asia	1997	267378.61843	2634.64913	8e-04
Spain	Europe Central Asia	1998	275920.1574	2756.21891	0.00081
Spain	Europe Central Asia	1999	299366.64282	2877.98241	0.00077
Spain	Europe Central Asia	2000	311082.8197	3003.76167	0.00079
Spain	Europe Central Asia	2001	312993.11888	3060.88181	0.00082
Spain	Europe Central Asia	2002	333165.96224	3107.86734	0.00077
Spain	Europe Central Asia	2003	337146.08074	3157.22726	0.00078
Spain	Europe Central Asia	2004	353657.99759	3238.50245	0.00076
Spain	Europe Central Asia	2005	368357.63729	3251.39713	0.00069
Spain	Europe Central Asia	2006	359596.24927	3194.08125	0.00071
Spain	Europe Central Asia	2007	367523.59950999997	3180.03342	0.00068
Spain	Europe Central Asia	2008	335953.50752	3026.33841	0.00067
Spain	Europe Central Asia	2009	296840.00104	2757.69141	0.00065
Spain	Europe Central Asia	2010	283340.34735	2742.87718	0.00074
Estonia	Europe Central Asia	1990	37097.11838	6232.732	0.00345
Estonia	Europe Central Asia	1991	34063.39323	5841.39065	0.00305
Estonia	Europe Central Asia	1992	24532.34647	4283.15866	0.00292
Estonia	Europe Central Asia	1993	19079.30167	3639.26919	0.00216
Estonia	Europe Central Asia	1994	19914.92386	3752.38733	0.00232
Estonia	Europe Central Asia	1995	18216.51926	3624.43114	0.00223
Estonia	Europe Central Asia	1996	18938.45473	4043.28995	0.00264
Estonia	Europe Central Asia	1997	18495.02759	4010.91577	0.00262
Estonia	Europe Central Asia	1998	16921.06163	3695.17067	0.00233
Estonia	Europe Central Asia	1999	15737.58353	3462.76697	0.00217
Estonia	Europe Central Asia	2000	15372.41682	3374.70839	0.00232
Estonia	Europe Central Asia	2001	15718.59971	3541.51205	0.00233
Estonia	Europe Central Asia	2002	15243.3942	3415.78062	0.00249
Estonia	Europe Central Asia	2003	17099.33655	3798.03826	0.00289
Estonia	Europe Central Asia	2004	17297.93114	3893.39547	0.00275
Estonia	Europe Central Asia	2005	17145.70087	3846.39294	0.00287
Estonia	Europe Central Asia	2006	16448.29222	3775.03508	0.00279
Estonia	Europe Central Asia	2007	20083.27101	4243.648	0.00328
Estonia	Europe Central Asia	2008	17885.47745	4105.41774	0.00315
Estonia	Europe Central Asia	2009	14621.85502	3648.97884	0.0031
Estonia	Europe Central Asia	2010	19031.16307	4222.73719	0.00365
Ethiopia	Sub Saharan Africa	1990	2988.22037	478.90283	0.00029
Ethiopia	Sub Saharan Africa	1991	2959.56131	478.12765	0.00029
Ethiopia	Sub Saharan Africa	1992	2939.737	472.50578	0.00029
Ethiopia	Sub Saharan Africa	1993	2997.26909	474.97978	0.00027
Ethiopia	Sub Saharan Africa	1994	2198.67753	476.55666	0.00027
Ethiopia	Sub Saharan Africa	1995	2507.70434	478.02857	0.00027
Ethiopia	Sub Saharan Africa	1996	2796.94124	478.90507	0.00027
Ethiopia	Sub Saharan Africa	1997	2981.76885	477.89763	0.00027
Ethiopia	Sub Saharan Africa	1998	3149.98329	478.27774	0.00027
Ethiopia	Sub Saharan Africa	1999	3097.48707	477.67048	0.00027
Ethiopia	Sub Saharan Africa	2000	3466.62327	478.49325	0.00027
Ethiopia	Sub Saharan Africa	2001	4266.87304	482.40539	0.00027
Ethiopia	Sub Saharan Africa	2002	4434.11568	482.6886	0.00027
Ethiopia	Sub Saharan Africa	2003	4875.11065	484.04473	0.00027
Ethiopia	Sub Saharan Africa	2004	5162.84347	484.62985	0.00027
Ethiopia	Sub Saharan Africa	2005	4959.18403	482.90573	0.00027
Ethiopia	Sub Saharan Africa	2006	5321.29432	483.9403	0.00027
Ethiopia	Sub Saharan Africa	2007	5844.12771	485.59698	0.00037
Ethiopia	Sub Saharan Africa	2008	6421.61438	486.76087	0.00037
Ethiopia	Sub Saharan Africa	2009	6482.3175	486.73193	0.00037
Ethiopia	Sub Saharan Africa	2010	6342.29893	486.6903	
Finland	Europe Central Asia	1990	57018.52445	5691.57119	0.00242
Finland	Europe Central Asia	1991	55275.62794	5742.78423	0.00223
Finland	Europe Central Asia	1992	54329.97624	5380.99307	0.00241
Finland	Europe Central Asia	1993	56398.69353	5617.21538	0.00233
Finland	Europe Central Asia	1994	61766.74233	5972.55427	0.00256
Finland	Europe Central Asia	1995	58193.05732	5661.90388	0.00258
Finland	Europe Central Asia	1996	64114.8617	6070.21209	0.00266
Finland	Europe Central Asia	1997	62774.34533	6276.95169	0.00293
Finland	Europe Central Asia	1998	59421.87426	6319.3266	0.00264
Finland	Europe Central Asia	1999	58942.9934	6283.95826	0.00298
Finland	Europe Central Asia	2000	57084.94797	6262.19208	0.00291
Finland	Europe Central Asia	2001	62587.40516	6410.62523	0.00291
Finland	Europe Central Asia	2002	65113.06346	6728.58141	0.0031
Finland	Europe Central Asia	2003	72717.31135	7077.02665	0.00307
Finland	Europe Central Asia	2004	69017.22142	7134.85421	0.00302
Finland	Europe Central Asia	2005	57089.60322	6562.02231	0.00318
Finland	Europe Central Asia	2006	68440.4183	7111.85682	0.00345
Finland	Europe Central Asia	2007	66815.0444	6974.89676	0.00305
Finland	Europe Central Asia	2008	58660.46539	6669.17335	0.00311
Finland	Europe Central Asia	2009	55968.93218	6268.30055	0.0031
Finland	Europe Central Asia	2010	64149.70489	6828.78375	0.0032
Fiji	East Asia Pacific	1990	806.68346	392.28217	
Fiji	East Asia Pacific	1991	663.66747		
Fiji	East Asia Pacific	1992	740.60159		
Fiji	East Asia Pacific	1993	744.23231		
Fiji	East Asia Pacific	1994	739.20156		
Fiji	East Asia Pacific	1995	754.51201		
Fiji	East Asia Pacific	1996	813.83306		
Fiji	East Asia Pacific	1997	783.11838		
Fiji	East Asia Pacific	1998	761.68736		
Fiji	East Asia Pacific	1999	775.65717		
Fiji	East Asia Pacific	2000	834.24645		
Fiji	East Asia Pacific	2001	1046.83924		
Fiji	East Asia Pacific	2002	880.17242		
Fiji	East Asia Pacific	2003	1036.92286		
Fiji	East Asia Pacific	2004	1341.08054	814.3203	
Fiji	East Asia Pacific	2005	1081.89114	703.50193	
Fiji	East Asia Pacific	2006	1202.35652	675.22679	
Fiji	East Asia Pacific	2007	1142.07386	626.65184	
Fiji	East Asia Pacific	2008	878.47692		
Fiji	East Asia Pacific	2009	779.19706		
Fiji	East Asia Pacific	2010	1202.22898		
France	Europe Central Asia	1990	401191.80793	3846.62651	0.00197
France	Europe Central Asia	1991	426617.34898	4043.09902	0.00208
France	Europe Central Asia	1992	415968.80073	3954.00319	0.0021
France	Europe Central Asia	1993	396071.24045	4001.90153	0.0022
France	Europe Central Asia	1994	390850.7775	3836.11235	0.00215
France	Europe Central Asia	1995	397891.0136	3981.35251	0.00221
France	Europe Central Asia	1996	413416.59151	4191.92383	0.00227
France	Europe Central Asia	1997	406304.33128	4049.23251	0.00221
France	Europe Central Asia	1998	425785.39045	4151.62719	0.00214
France	Europe Central Asia	1999	421986.62993	4123.52627	0.00216
France	Europe Central Asia	2000	416410.46699	4135.47764	0.00221
France	Europe Central Asia	2001	421064.18126	4246.00494	0.00222
France	Europe Central Asia	2002	416272.76248	4225.46797	0.00225
France	Europe Central Asia	2003	422979.47969	4270.94946	0.00226
France	Europe Central Asia	2004	424057.07784	4301.73722	0.00226
France	Europe Central Asia	2005	427385.8284	4287.15741	0.00225
France	Europe Central Asia	2006	416413.37772	4188.84293	0.00224
France	Europe Central Asia	2007	405903.30604	4115.52737	0.00219
France	Europe Central Asia	2008	399603.51662	4110.58566	0.00221
France	Europe Central Asia	2009	382478.52025	3913.45764	0.00207
France	Europe Central Asia	2010	390153.14376	4016.84795	0.00216
Micronesia, Fed. Sts.	East Asia Pacific	1992	99.009		
Micronesia, Fed. Sts.	East Asia Pacific	1993	99.009		
Micronesia, Fed. Sts.	East Asia Pacific	1994	102.676		
Micronesia, Fed. Sts.	East Asia Pacific	1995	106.343		
Micronesia, Fed. Sts.	East Asia Pacific	1996	106.343		
Micronesia, Fed. Sts.	East Asia Pacific	1997	110.01		
Micronesia, Fed. Sts.	East Asia Pacific	1998	117.344		
Micronesia, Fed. Sts.	East Asia Pacific	1999	110.01		
Micronesia, Fed. Sts.	East Asia Pacific	2000	124.678		
Micronesia, Fed. Sts.	East Asia Pacific	2001	168.682		
Micronesia, Fed. Sts.	East Asia Pacific	2002	143.013		
Micronesia, Fed. Sts.	East Asia Pacific	2003	143.013		
Micronesia, Fed. Sts.	East Asia Pacific	2004	143.013		
Micronesia, Fed. Sts.	East Asia Pacific	2005	121.011		
Micronesia, Fed. Sts.	East Asia Pacific	2006	121.011		
Micronesia, Fed. Sts.	East Asia Pacific	2007	132.012		
Micronesia, Fed. Sts.	East Asia Pacific	2008	110.01		
Micronesia, Fed. Sts.	East Asia Pacific	2009	146.68		
Micronesia, Fed. Sts.	East Asia Pacific	2010	102.676		
Gabon	Sub Saharan Africa	1990	4489.07139	1244.2548	0.01575
Gabon	Sub Saharan Africa	1991	4525.66805	1250.22674	0.0166
Gabon	Sub Saharan Africa	1992	4921.63071	1300.71047	0.016
Gabon	Sub Saharan Africa	1993	4978.90966	1339.87131	0.01644
Gabon	Sub Saharan Africa	1994	4378.10359	1156.82215	0.01751
Gabon	Sub Saharan Africa	1995	4610.02643	1236.18779	0.01818
Gabon	Sub Saharan Africa	1996	4757.5939	1254.83151	0.01781
Gabon	Sub Saharan Africa	1997	4778.12493	1238.72508	0.01754
Gabon	Sub Saharan Africa	1998	4961.33758	1285.31846	0.01627
Gabon	Sub Saharan Africa	1999	4790.92788	1220.85197	0.01428
Gabon	Sub Saharan Africa	2000	4673.69376	1197.22964	0.01226
Gabon	Sub Saharan Africa	2001	4776.87967	1254.89923	0.01142
Gabon	Sub Saharan Africa	2002	4547.70526	1479.21122	0.01094
Gabon	Sub Saharan Africa	2003	4616.94521	1697.32331	0.01147
Gabon	Sub Saharan Africa	2004	4660.57663	1920.58325	0.01124
Gabon	Sub Saharan Africa	2005	4861.82847	2160.07203	0.0109
Gabon	Sub Saharan Africa	2006	4145.80964	2362.39854	0.00969
Gabon	Sub Saharan Africa	2007	4092.68647	2555.47188	0.00968
Gabon	Sub Saharan Africa	2008	4154.44438	2723.34347	0.00932
Gabon	Sub Saharan Africa	2009	4225.3932	2883.59568	0.0092
Gabon	Sub Saharan Africa	2010	4775.22034	3129.07877	
United Kingdom	Europe Central Asia	1990	601264.76828	3597.05162	0.00364
United Kingdom	Europe Central Asia	1991	609119.22479	3707.95197	0.00374
United Kingdom	Europe Central Asia	1992	593580.39369	3684.72454	0.00374
United Kingdom	Europe Central Asia	1993	579509.68574	3713.18582	0.00387
United Kingdom	Europe Central Asia	1994	575637.205	3732.52111	0.00423
United Kingdom	Europe Central Asia	1995	567121.16115000006	3728.96315	0.00444
United Kingdom	Europe Central Asia	1996	588851.46249	3879.82279	0.00462
United Kingdom	Europe Central Asia	1997	562759.88913	3760.71237	0.0046
United Kingdom	Europe Central Asia	1998	567914.12928	3787.10845	0.00465
United Kingdom	Europe Central Asia	1999	560957.51155	3784.07409	0.0048
United Kingdom	Europe Central Asia	2000	567650.10098	3785.75313	0.00463
United Kingdom	Europe Central Asia	2001	576460.72819	3784.92817	0.00444
United Kingdom	Europe Central Asia	2002	560514.72643	3685.86949	0.00436
United Kingdom	Europe Central Asia	2003	571988.52704	3731.60972	0.00414
United Kingdom	Europe Central Asia	2004	573476.93156	3694.4786	0.00377
United Kingdom	Europe Central Asia	2005	570166.30038	3686.3599	0.00341
United Kingdom	Europe Central Asia	2006	567700.18265	3598.81041	0.00309
United Kingdom	Europe Central Asia	2007	559416.43205	3441.6402200000002	0.0029
United Kingdom	Europe Central Asia	2008	544987.2175	3361.98052	0.00272
United Kingdom	Europe Central Asia	2009	494469.47084	3145.58566	0.00258
United Kingdom	Europe Central Asia	2010	512250.48477	3230.61598	0.00241
Georgia	Europe Central Asia	1990	27533.29753	2585.26322	0.00039
Georgia	Europe Central Asia	1991	21407.49791	2079.0525	0.00031
Georgia	Europe Central Asia	1992	15289.45283	1776.76783	0.00028
Georgia	Europe Central Asia	1993	9924.40915	1548.32339	0.00034
Georgia	Europe Central Asia	1994	6074.00459	968.72444	2e-04
Georgia	Europe Central Asia	1995	2293.29634	799.84142	0.00024
Georgia	Europe Central Asia	1996	4058.43952	834.02405	0.00032
Georgia	Europe Central Asia	1997	4428.76665	755.82592	0.00029
Georgia	Europe Central Asia	1998	4942.66584	716.23291	0.00028
Georgia	Europe Central Asia	1999	4313.2902	669.3292	0.00028
Georgia	Europe Central Asia	2000	4503.09298	703.72181	0.00028
Georgia	Europe Central Asia	2001	3736.77772	640.30124	0.00027
Georgia	Europe Central Asia	2002	3354.12738	639.41923	0.00029
Georgia	Europe Central Asia	2003	3738.56557	684.58217	3e-04
Georgia	Europe Central Asia	2004	4279.73792	707.98658	0.00029
Georgia	Europe Central Asia	2005	5021.10813	727.88073	0.00022
Georgia	Europe Central Asia	2006	6101.12049	781.24766	0.00021
Georgia	Europe Central Asia	2007	6369.98751	865.59281	0.00024
Georgia	Europe Central Asia	2008	5312.58301	780.71945	0.00025
Georgia	Europe Central Asia	2009	6139.89379	811.53198	0.00029
Georgia	Europe Central Asia	2010	6214.21395	824.54304	
Ghana	Sub Saharan Africa	1990	3794.57575	358.14891	3e-04
Ghana	Sub Saharan Africa	1991	4212.96227	360.02919	3e-04
Ghana	Sub Saharan Africa	1992	3663.9257	362.26559	0.00031
Ghana	Sub Saharan Africa	1993	4314.18624	368.89767	0.00031
Ghana	Sub Saharan Africa	1994	5092.8822	373.31184	0.00031
Ghana	Sub Saharan Africa	1995	5158.39646	380.34926	0.00031
Ghana	Sub Saharan Africa	1996	5473.09481	383.38214	0.00031
Ghana	Sub Saharan Africa	1997	6209.25063	390.66268	0.00031
Ghana	Sub Saharan Africa	1998	6251.0067	402.83538	3e-04
Ghana	Sub Saharan Africa	1999	6374.6737	408.25412	3e-04
Ghana	Sub Saharan Africa	2000	6105.54106	325.55697	0.00031
Ghana	Sub Saharan Africa	2001	6738.06475	319.71782	0.00031
Ghana	Sub Saharan Africa	2002	7237.39986	310.10382	3e-04
Ghana	Sub Saharan Africa	2003	7443.37498	286.29293	0.00029
Ghana	Sub Saharan Africa	2004	7157.97209	279.10346	3e-04
Ghana	Sub Saharan Africa	2005	6808.99128	269.78215	3e-04
Ghana	Sub Saharan Africa	2006	9167.52951	280.16822	3e-04
Ghana	Sub Saharan Africa	2007	9627.17739	273.05455	0.00029
Ghana	Sub Saharan Africa	2008	8933.18891	266.11978	0.00029
Ghana	Sub Saharan Africa	2009	7504.01144	280.97641	3e-04
Ghana	Sub Saharan Africa	2010	9718.69035	298.91234	
Guinea	Sub Saharan Africa	1990	1004.758		
Guinea	Sub Saharan Africa	1991	1026.76		
Guinea	Sub Saharan Africa	1992	1059.763		
Guinea	Sub Saharan Africa	1993	1089.099		
Guinea	Sub Saharan Africa	1994	1125.769		
Guinea	Sub Saharan Africa	1995	1166.106		
Guinea	Sub Saharan Africa	1996	1235.779		
Guinea	Sub Saharan Africa	1997	1290.784		
Guinea	Sub Saharan Africa	1998	1364.124		
Guinea	Sub Saharan Africa	1999	1433.797		
Guinea	Sub Saharan Africa	2000	1492.469		
Guinea	Sub Saharan Africa	2001	1562.142		
Guinea	Sub Saharan Africa	2002	1624.481		
Guinea	Sub Saharan Africa	2003	1701.488		
Guinea	Sub Saharan Africa	2004	1763.827		
Guinea	Sub Saharan Africa	2005	1826.166		
Guinea	Sub Saharan Africa	2006	1892.172		
Guinea	Sub Saharan Africa	2007	1969.179		
Guinea	Sub Saharan Africa	2008	1998.515		
Guinea	Sub Saharan Africa	2009	2112.192		
Guinea	Sub Saharan Africa	2010	2486.226		
Gambia	Sub Saharan Africa	1990	198.018	64.66299	
Gambia	Sub Saharan Africa	1991	198.018		
Gambia	Sub Saharan Africa	1992	198.018		
Gambia	Sub Saharan Africa	1993	209.019		
Gambia	Sub Saharan Africa	1994	209.019		
Gambia	Sub Saharan Africa	1995	216.353		
Gambia	Sub Saharan Africa	1996	220.02		
Gambia	Sub Saharan Africa	1997	223.687		
Gambia	Sub Saharan Africa	1998	242.022		
Gambia	Sub Saharan Africa	1999	275.025		
Gambia	Sub Saharan Africa	2000	275.025		
Gambia	Sub Saharan Africa	2001	300.694		
Gambia	Sub Saharan Africa	2002	300.694		
Gambia	Sub Saharan Africa	2003	300.694		
Gambia	Sub Saharan Africa	2004	322.696	72.16709	
Gambia	Sub Saharan Africa	2005	326.363	69.95992	
Gambia	Sub Saharan Africa	2006	352.032	71.63301	
Gambia	Sub Saharan Africa	2007	352.032	81.10508	
Gambia	Sub Saharan Africa	2008	366.7		
Gambia	Sub Saharan Africa	2009	381.368		
Gambia	Sub Saharan Africa	2010	432.706		
Guinea-Bissau	Sub Saharan Africa	1990	172.349	76.52784	
Guinea-Bissau	Sub Saharan Africa	1991	176.016		
Guinea-Bissau	Sub Saharan Africa	1992	179.683		
Guinea-Bissau	Sub Saharan Africa	1993	183.35		
Guinea-Bissau	Sub Saharan Africa	1994	183.35		
Guinea-Bissau	Sub Saharan Africa	1995	183.35		
Guinea-Bissau	Sub Saharan Africa	1996	183.35		
Guinea-Bissau	Sub Saharan Africa	1997	201.685		
Guinea-Bissau	Sub Saharan Africa	1998	172.349		
Guinea-Bissau	Sub Saharan Africa	1999	194.351		
Guinea-Bissau	Sub Saharan Africa	2000	146.68		
Guinea-Bissau	Sub Saharan Africa	2001	150.347		
Guinea-Bissau	Sub Saharan Africa	2002	154.014		
Guinea-Bissau	Sub Saharan Africa	2003	194.351		
Guinea-Bissau	Sub Saharan Africa	2004	201.685	65.47432	
Guinea-Bissau	Sub Saharan Africa	2005	212.686	64.68738	
Guinea-Bissau	Sub Saharan Africa	2006	216.353	65.33191	
Guinea-Bissau	Sub Saharan Africa	2007	231.021	67.30224	
Guinea-Bissau	Sub Saharan Africa	2008	227.354		
Guinea-Bissau	Sub Saharan Africa	2009	234.688		
Guinea-Bissau	Sub Saharan Africa	2010	238.355		
Equatorial Guinea	Sub Saharan Africa	1990	62.339		
Equatorial Guinea	Sub Saharan Africa	1991	66.006		
Equatorial Guinea	Sub Saharan Africa	1992	66.006		
Equatorial Guinea	Sub Saharan Africa	1993	69.673		
Equatorial Guinea	Sub Saharan Africa	1994	77.007		
Equatorial Guinea	Sub Saharan Africa	1995	84.341		
Equatorial Guinea	Sub Saharan Africa	1996	128.345		
Equatorial Guinea	Sub Saharan Africa	1997	304.361		
Equatorial Guinea	Sub Saharan Africa	1998	183.35		
Equatorial Guinea	Sub Saharan Africa	1999	487.711		
Equatorial Guinea	Sub Saharan Africa	2000	458.375		
Equatorial Guinea	Sub Saharan Africa	2001	4334.394		
Equatorial Guinea	Sub Saharan Africa	2002	6354.911		
Equatorial Guinea	Sub Saharan Africa	2003	7693.366		
Equatorial Guinea	Sub Saharan Africa	2004	7058.975	1062.83711	
Equatorial Guinea	Sub Saharan Africa	2005	7532.018	1666.36648	
Equatorial Guinea	Sub Saharan Africa	2006	8181.077	1915.87975	
Equatorial Guinea	Sub Saharan Africa	2007	7865.715	2140.71782	
Equatorial Guinea	Sub Saharan Africa	2008	6428.251		
Equatorial Guinea	Sub Saharan Africa	2009	6776.616		
Equatorial Guinea	Sub Saharan Africa	2010	6893.96		
Greece	Europe Central Asia	1990	83443.62962	2102.67769	0.00091
Greece	Europe Central Asia	1991	83419.18215	2094.6215	0.00088
Greece	Europe Central Asia	1992	84985.32525	2129.89452	0.00087
Greece	Europe Central Asia	1993	84298.41896	2090.76236	0.00086
Greece	Europe Central Asia	1994	86462.72825	2138.25195	0.00087
Greece	Europe Central Asia	1995	87016.83056	2147.13648	0.00087
Greece	Europe Central Asia	1996	89171.50336	2206.10389	0.00085
Greece	Europe Central Asia	1997	93881.00901	2282.13703	0.00088
Greece	Europe Central Asia	1998	98705.52297	2389.79315	9e-04
Greece	Europe Central Asia	1999	98021.84276	2390.08287	0.00087
Greece	Europe Central Asia	2000	103066.61733	2506.63995	0.00091
Greece	Europe Central Asia	2001	105455.24601	2578.11211	9e-04
Greece	Europe Central Asia	2002	105097.37866	2597.74829	0.00092
Greece	Europe Central Asia	2003	109172.49688	2666.45364	0.00089
Greece	Europe Central Asia	2004	109619.70172	2711.46679	0.00092
Greece	Europe Central Asia	2005	114018.39135	2753.0512	0.00092
Greece	Europe Central Asia	2006	112556.99356	2742.62996	9e-04
Greece	Europe Central Asia	2007	114676.45051	2734.75583	9e-04
Greece	Europe Central Asia	2008	111203.50465	2745.49346	0.00087
Greece	Europe Central Asia	2009	104425.96567	2649.6612	0.00089
Greece	Europe Central Asia	2010	97422.67802	2482.11012	0.00081
Grenada	America	1990	106.343	440.92138	
Grenada	America	1991	110.01		
Grenada	America	1992	117.344		
Grenada	America	1993	121.011		
Grenada	America	1994	143.013		
Grenada	America	1995	150.347		
Grenada	America	1996	154.014		
Grenada	America	1997	168.682		
Grenada	America	1998	176.016		
Grenada	America	1999	194.351		
Grenada	America	2000	190.684		
Grenada	America	2001	194.351		
Grenada	America	2002	205.352		
Grenada	America	2003	216.353		
Grenada	America	2004	205.352	709.17228	
Grenada	America	2005	216.353	754.81794	
Grenada	America	2006	231.021	771.92113	
Grenada	America	2007	238.355	770.03517	
Grenada	America	2008	253.023		
Grenada	America	2009	253.023		
Grenada	America	2010	260.357		
Guatemala	America	1990	4974.29252	487.41071	0.00038
Guatemala	America	1991	4956.05881	487.88004	0.00038
Guatemala	America	1992	5922.75635	501.2556	0.00039
Guatemala	America	1993	5581.73792	487.0163	0.00038
Guatemala	America	1994	6756.28079	500.59258	0.00037
Guatemala	America	1995	7085.1401	517.20557	0.00038
Guatemala	America	1996	6575.72312	518.98625	0.00041
Guatemala	America	1997	7507.72109	530.396	0.00045
Guatemala	America	1998	8646.43719	563.3307	0.00046
Guatemala	America	1999	8814.25554	604.31181	0.00049
Guatemala	America	2000	9773.83469	607.49553	0.00047
Guatemala	America	2001	10241.59416	605.505	0.00045
Guatemala	America	2002	10730.3962	596.5398	0.00046
Guatemala	America	2003	10456.46225	606.74711	0.00045
Guatemala	America	2004	11188.80459	611.73624	0.00044
Guatemala	America	2005	12117.92553	602.38594	0.00043
Guatemala	America	2006	12185.27656	599.53297	0.00042
Guatemala	America	2007	12154.57446	631.56765	0.00041
Guatemala	America	2008	10902.03266	593.72068	0.00039
Guatemala	America	2009	11451.38466	668.79635	0.00043
Guatemala	America	2010	11106.75732	714.91022	
Guyana	America	1990	1140.437	514.03371	
Guyana	America	1991	1122.102		
Guyana	America	1992	1048.762		
Guyana	America	1993	1048.762		
Guyana	America	1994	1386.126		
Guyana	America	1995	1463.133		
Guyana	America	1996	1518.138		
Guyana	America	1997	1591.478		
Guyana	America	1998	1657.484		
Guyana	America	1999	1679.486		
Guyana	America	2000	1609.813		
Guyana	America	2001	1595.145		
Guyana	America	2002	1580.477		
Guyana	America	2003	1565.809		
Guyana	America	2004	1628.148	642.3176	
Guyana	America	2005	1437.464	663.39392	
Guyana	America	2006	1290.784	669.93326	
Guyana	America	2007	1562.142	669.81569	
Guyana	America	2008	1558.475		
Guyana	America	2009	1565.809		
Guyana	America	2010	1719.823		
Honduras	America	1990	2548.88206	480.20777	0.00035
Honduras	America	1991	2652.39315	470.7985	0.00034
Honduras	America	1992	3032.70996	477.33417	0.00033
Honduras	America	1993	2799.97333	474.32083	0.00032
Honduras	America	1994	3294.38773	478.67673	0.00031
Honduras	America	1995	3829.61304	494.65424	3e-04
Honduras	America	1996	3893.92946	482.63305	3e-04
Honduras	America	1997	4084.68252	512.30122	0.00033
Honduras	America	1998	4585.95012	534.58842	0.00032
Honduras	America	1999	4671.33789	457.02392	0.00024
Honduras	America	2000	4938.19328	454.93374	0.00024
Honduras	America	2001	5613.46875	477.73564	0.00024
Honduras	America	2002	5995.1155	484.33867	0.00024
Honduras	America	2003	6666.0452	513.36958	0.00025
Honduras	America	2004	7249.28608	539.91726	0.00025
Honduras	America	2005	7432.66985	551.00996	0.00026
Honduras	America	2006	7466.78113	523.11411	0.00028
