country_id	country	world_region	year	yearly_co2_emissions	energy_use_per_person	energy_production_per_person
cyp	Cyprus	europe_central_asia	2000	6930.63	2265.41685	5e-05
cyp	Cyprus	europe_central_asia	2001	6846.289	2201.68138	5e-05
cyp	Cyprus	europe_central_asia	2002	7022.305	2193.67716	5e-05
cyp	Cyprus	europe_central_asia	2003	7748.371	2346.79935	5e-05
cyp	Cyprus	europe_central_asia	2004	7334	2161.6334	5e-05
cyp	Cyprus	europe_central_asia	2005	7502.682	2159.60271	5e-05
cyp	Cyprus	europe_central_asia	2006	7788.708	2207.92456	5e-05
cyp	Cyprus	europe_central_asia	2007	8195.745	2292.22666	7e-05
cyp	Cyprus	europe_central_asia	2008	8577.113	2388.58948	8e-05
cyp	Cyprus	europe_central_asia	2009	8111.404	2299.81076	8e-05
cyp	Cyprus	europe_central_asia	2010	7708.034	2195.3475	
cze	Czech Republic	europe_central_asia	1990	164997.36352	4796.94146	0.00397
cze	Czech Republic	europe_central_asia	1991	152163.33994	4349.23624	0.00374
cze	Czech Republic	europe_central_asia	1992	138176.227	4222.41658	0.00351
cze	Czech Republic	europe_central_asia	1993	132631.723	4089.40852	0.00346
cze	Czech Republic	europe_central_asia	1994	125734.096	3963.31409	0.00322
cze	Czech Republic	europe_central_asia	1995	123830.923	4019.80488	0.00314
cze	Czech Republic	europe_central_asia	1996	125378.397	4152.93826	0.00321
cze	Czech Republic	europe_central_asia	1997	127413.582	4184.88468	0.00325
cze	Czech Republic	europe_central_asia	1998	122543.806	4057.40583	0.00306
cze	Czech Republic	europe_central_asia	1999	111975.512	3782.88921	0.0028
cze	Czech Republic	europe_central_asia	2000	123849.258	3988.03849	0.00299
cze	Czech Republic	europe_central_asia	2001	123720.913	4111.15248	0.00307
cze	Czech Republic	europe_central_asia	2002	119749.552	4163.45011	0.00308
cze	Czech Republic	europe_central_asia	2003	122059.762	4357.57266	0.00329
cze	Czech Republic	europe_central_asia	2004	116775.615	4460.25993	0.00339
cze	Czech Republic	europe_central_asia	2005	120108.918	4400.87811	0.00322
cze	Czech Republic	europe_central_asia	2006	122107.433	4491.51613	0.00327
cze	Czech Republic	europe_central_asia	2007	123302.875	4468.96035	0.00327
cze	Czech Republic	europe_central_asia	2008	116658.271	4330.71269	0.00316
cze	Czech Republic	europe_central_asia	2009	107659.453	4034.74351	0.00299
cze	Czech Republic	europe_central_asia	2010	111579.476	4237.89674	0.003
deu	Germany	europe_central_asia	1990	1013731.149	4421.36453	0.00235
deu	Germany	europe_central_asia	1991	929973.202	4302.89118	0.00211
deu	Germany	europe_central_asia	1992	891975.748	4190.98422	0.00203
deu	Germany	europe_central_asia	1993	877645.112	4122.69574	0.00188
deu	Germany	europe_central_asia	1994	865558.68	4088.79813	0.00178
deu	Germany	europe_central_asia	1995	864110.215	4119.68895	0.00177
deu	Germany	europe_central_asia	1996	889614.2	4246.55319	0.00174
deu	Germany	europe_central_asia	1997	862276.715	4203.35737	0.00174
deu	Germany	europe_central_asia	1998	855364.42	4177.29413	0.00165
deu	Germany	europe_central_asia	1999	822460.429	4079.93334	0.00167
deu	Germany	europe_central_asia	2000	829977.779	4094.06036	0.00164
deu	Germany	europe_central_asia	2001	853662.932	4209.79609	0.00163
deu	Germany	europe_central_asia	2002	829724.756	4108.4013	0.00163
deu	Germany	europe_central_asia	2003	822812.461	4084.50335	0.00165
deu	Germany	europe_central_asia	2004	816802.248	4114.38993	0.00167
deu	Germany	europe_central_asia	2005	797180.131	4086.50341	0.00164
deu	Germany	europe_central_asia	2006	816472.218	4204.65469	0.00165
deu	Germany	europe_central_asia	2007	780546.619	3985.81195	0.00167
deu	Germany	europe_central_asia	2008	780564.954	4036.83078	0.00162
deu	Germany	europe_central_asia	2009	722263.321	3790.50115	0.00154
deu	Germany	europe_central_asia	2010	758859.981	3997.07942	0.00157
dji	Djibouti	middle_east_north_africa	1990	322.696	220.2864	
dji	Djibouti	middle_east_north_africa	1991	311.695		
dji	Djibouti	middle_east_north_africa	1992	311.695		
dji	Djibouti	middle_east_north_africa	1993	311.695		
dji	Djibouti	middle_east_north_africa	1994	304.361		
dji	Djibouti	middle_east_north_africa	1995	304.361		
dji	Djibouti	middle_east_north_africa	1996	311.695		
dji	Djibouti	middle_east_north_africa	1997	326.363		
dji	Djibouti	middle_east_north_africa	1998	315.362		
dji	Djibouti	middle_east_north_africa	1999	315.362		
dji	Djibouti	middle_east_north_africa	2000	341.031		
dji	Djibouti	middle_east_north_africa	2001	366.7		
dji	Djibouti	middle_east_north_africa	2002	399.703		
dji	Djibouti	middle_east_north_africa	2003	421.705		
dji	Djibouti	middle_east_north_africa	2004	407.037	172.55875	
dji	Djibouti	middle_east_north_africa	2005	414.371	177.46478	
dji	Djibouti	middle_east_north_africa	2006	410.704	179.60131	
dji	Djibouti	middle_east_north_africa	2007	462.042	176.67364	
dji	Djibouti	middle_east_north_africa	2008	498.712		
dji	Djibouti	middle_east_north_africa	2009	462.042		
dji	Djibouti	middle_east_north_africa	2010	517.047		
dma	Dominica	america	1990	58.672	298.50258	
dma	Dominica	america	1991	58.672		
dma	Dominica	america	1992	58.672		
dma	Dominica	america	1993	62.339		
dma	Dominica	america	1994	66.006		
dma	Dominica	america	1995	80.674		
dma	Dominica	america	1996	73.34		
dma	Dominica	america	1997	80.674		
dma	Dominica	america	1998	77.007		
dma	Dominica	america	1999	80.674		
dma	Dominica	america	2000	102.676		
dma	Dominica	america	2001	110.01		
dma	Dominica	america	2002	102.676		
dma	Dominica	america	2003	117.344		
dma	Dominica	america	2004	113.677	554.14257	
dma	Dominica	america	2005	117.344	580.51453	
dma	Dominica	america	2006	113.677	593.16169	
dma	Dominica	america	2007	154.014	606.06061	
dma	Dominica	america	2008	132.012		
dma	Dominica	america	2009	132.012		
dma	Dominica	america	2010	139.346		
dnk	Denmark	europe_central_asia	1990	50230.566	3376.78331	0.00196
dnk	Denmark	europe_central_asia	1991	60270.812	3734.8184	0.00231
dnk	Denmark	europe_central_asia	1992	54322.938	3561.89037	0.0025
dnk	Denmark	europe_central_asia	1993	57065.854	3645.51535	0.00268
dnk	Denmark	europe_central_asia	1994	61000.545	3760.57724	0.0029
dnk	Denmark	europe_central_asia	1995	57172.197	3706.44019	0.00298
dnk	Denmark	europe_central_asia	1996	72181.228	4170.25202	0.00336
dnk	Denmark	europe_central_asia	1997	61557.929	3848.15584	0.00384
dnk	Denmark	europe_central_asia	1998	59552.08	3772.11028	0.00385
dnk	Denmark	europe_central_asia	1999	55148.013	3602.67064	0.00447
dnk	Denmark	europe_central_asia	2000	51330.666	3489.6148	0.00519
dnk	Denmark	europe_central_asia	2001	52918.477	3583.95572	0.00507
dnk	Denmark	europe_central_asia	2002	52049.398	3535.09801	0.00532
dnk	Denmark	europe_central_asia	2003	55998.757	3727.83418	0.00529
dnk	Denmark	europe_central_asia	2004	50600.933	3597.17296	0.00576
dnk	Denmark	europe_central_asia	2005	47095.281	3487.63191	0.00578
dnk	Denmark	europe_central_asia	2006	54986.665	3728.17104	0.00543
dnk	Denmark	europe_central_asia	2007	50256.235	3622.59683	0.00495
dnk	Denmark	europe_central_asia	2008	46933.933	3501.51385	0.00484
dnk	Denmark	europe_central_asia	2009	44510.046	3329.21107	0.00433
dnk	Denmark	europe_central_asia	2010	46640.573	3510.79685	0.00418
dom	Dominican Republic	america	1990	9229.839	558.88464	0.00014
dom	Dominican Republic	america	1991	10043.913	552.429	0.00014
dom	Dominican Republic	america	1992	10923.993	600.9005	0.00018
dom	Dominican Republic	america	1993	11763.736	571.46949	0.00019
dom	Dominican Republic	america	1994	12475.134	644.41487	0.00019
dom	Dominican Republic	america	1995	15885.444	664.86502	0.00018
dom	Dominican Republic	america	1996	17326.575	682.13749	0.00018
dom	Dominican Republic	america	1997	18001.303	748.65425	0.00018
dom	Dominican Republic	america	1998	18397.339	778.52869	0.00017
dom	Dominican Republic	america	1999	18562.354	797.02109	0.00018
dom	Dominican Republic	america	2000	19790.799	843.16276	0.00017
dom	Dominican Republic	america	2001	19816.468	805.08113	0.00017
dom	Dominican Republic	america	2002	21330.939	841.27143	0.00017
dom	Dominican Republic	america	2003	21514.289	784.21445	0.00017
dom	Dominican Republic	america	2004	18309.331	698.73145	0.00018
dom	Dominican Republic	america	2005	18639.361	748.54675	2e-04
dom	Dominican Republic	america	2006	19783.465	763.91664	2e-04
dom	Dominican Republic	america	2007	21173.258	766.07435	2e-04
dom	Dominican Republic	america	2008	20711.216	757.67933	0.00019
dom	Dominican Republic	america	2009	20227.172	733.5581	0.00019
dom	Dominican Republic	america	2010	21022.911	760.7702	
dza	Algeria	middle_east_north_africa	1990	76970.33	856.15888	0.00396
dza	Algeria	middle_east_north_africa	1991	79049.519	883.72536	0.00396
dza	Algeria	middle_east_north_africa	1992	80138.618	883.74026	0.00392
dza	Algeria	middle_east_north_africa	1993	82210.473	867.5753	0.00386
dza	Algeria	middle_east_north_africa	1994	86416.522	819.26503	0.00363
dza	Algeria	middle_east_north_africa	1995	95294.329	838.76879	0.00377
dza	Algeria	middle_east_north_africa	1996	97098.493	798.14484	0.00391
dza	Algeria	middle_east_north_africa	1997	87340.606	804.86635	0.00416
dza	Algeria	middle_east_north_africa	1998	106999.393	820.64758	0.00428
dza	Algeria	middle_east_north_africa	1999	92045.367	863.78721	0.00455
dza	Algeria	middle_east_north_africa	2000	87861.32	865.66596	0.00466
dza	Algeria	middle_east_north_africa	2001	84219.989	856.21274	0.00441
dza	Algeria	middle_east_north_africa	2002	89907.506	904.32469	0.00455
dza	Algeria	middle_east_north_africa	2003	91575.991	948.95949	0.00487
dza	Algeria	middle_east_north_africa	2004	88510.379	948.23819	0.00487
dza	Algeria	middle_east_north_africa	2005	107278.085	973.87895	0.00507
dza	Algeria	middle_east_north_africa	2006	101069.854	1027.73647	0.00494
dza	Algeria	middle_east_north_africa	2007	109404.945	1073.99966	0.00485
dza	Algeria	middle_east_north_africa	2008	110208.018	1069.20022	0.00471
dza	Algeria	middle_east_north_africa	2009	121399.702	1149.37419	0.00436
dza	Algeria	middle_east_north_africa	2010	119177.5	1109.89246	
ecu	Ecuador	america	1990	16827.863	619.49223	0.00161
ecu	Ecuador	america	1991	16497.833	636.00424	0.00165
ecu	Ecuador	america	1992	22280.692	629.22095	0.00171
ecu	Ecuador	america	1993	24205.867	573.48764	0.0018
ecu	Ecuador	america	1994	13652.241	600.28747	0.00192
ecu	Ecuador	america	1995	22841.743	687.96022	0.00194
ecu	Ecuador	america	1996	24191.199	709.53806	0.00189
ecu	Ecuador	america	1997	18360.669	721.68747	0.00187
ecu	Ecuador	america	1998	22460.375	726.97999	0.00179
ecu	Ecuador	america	1999	21495.954	641.72347	0.00177
ecu	Ecuador	america	2000	20718.55	698.07625	0.00184
ecu	Ecuador	america	2001	23116.768	727.86006	0.00183
ecu	Ecuador	america	2002	24950.268	698.39528	0.00174
ecu	Ecuador	america	2003	26967.118	697.1797	0.00183
ecu	Ecuador	america	2004	29046.307	662.33766	0.00222
ecu	Ecuador	america	2005	30263.751	679.82254	0.00219
ecu	Ecuador	america	2006	28859.29	671.49328	0.00219
ecu	Ecuador	america	2007	31888.232	746.94894	0.00209
ecu	Ecuador	america	2008	33868.412	676.58709	0.00203
ecu	Ecuador	america	2009	36068.612	792.54278	0.00192
ecu	Ecuador	america	2010	36460.981	788.06423	
egy	Egypt	middle_east_north_africa	1990	75943.57	561.74281	0.00097
egy	Egypt	middle_east_north_africa	1991	78715.822	549.23657	0.00096
egy	Egypt	middle_east_north_africa	1992	81264.387	551.54189	0.00096
egy	Egypt	middle_east_north_africa	1993	93156.468	560.34878	0.001
egy	Egypt	middle_east_north_africa	1994	85312.755	528.55366	0.00097
egy	Egypt	middle_east_north_africa	1995	95723.368	551.33677	0.00096
egy	Egypt	middle_east_north_africa	1996	102030.608	574.19542	0.00093
egy	Egypt	middle_east_north_africa	1997	108202.169	587.00873	9e-04
egy	Egypt	middle_east_north_africa	1998	122243.112	617.5315	0.00088
egy	Egypt	middle_east_north_africa	1999	125393.065	619.83482	0.00089
egy	Egypt	middle_east_north_africa	2000	141326.18	580.60483	0.00083
egy	Egypt	middle_east_north_africa	2001	125451.737	639.94191	0.00083
egy	Egypt	middle_east_north_africa	2002	127193.562	647.73773	0.00087
egy	Egypt	middle_east_north_africa	2003	147963.45	659.77856	9e-04
egy	Egypt	middle_east_north_africa	2004	150911.718	699.93011	0.00089
egy	Egypt	middle_east_north_africa	2005	167207.866	800.69828	0.00104
egy	Egypt	middle_east_north_africa	2006	178586.567	831.09115	0.00105
egy	Egypt	middle_east_north_africa	2007	189092.522	874.79545	0.00107
egy	Egypt	middle_east_north_africa	2008	198586.385	892.82105	0.00112
egy	Egypt	middle_east_north_africa	2009	206734.459	896.78559	0.00111
egy	Egypt	middle_east_north_africa	2010	202715.427	862.51073	
eri	Eritrea	sub_saharan_africa	1994	865.412	307.92531	0.00022
eri	Eritrea	sub_saharan_africa	1995	935.085	322.86494	0.00023
eri	Eritrea	sub_saharan_africa	1996	1012.092	336.05733	0.00023
eri	Eritrea	sub_saharan_africa	1997	865.412	329.18627	0.00023
eri	Eritrea	sub_saharan_africa	1998	590.387	209.8304	0.00014
eri	Eritrea	sub_saharan_africa	1999	619.723	212.42312	0.00014
eri	Eritrea	sub_saharan_africa	2000	608.722	208.64501	0.00014
eri	Eritrea	sub_saharan_africa	2001	630.724	212.09628	0.00014
eri	Eritrea	sub_saharan_africa	2002	605.055	207.0536	0.00014
eri	Eritrea	sub_saharan_africa	2003	726.066	214.4	0.00014
eri	Eritrea	sub_saharan_africa	2004	770.07	192.70346	0.00011
eri	Eritrea	sub_saharan_africa	2005	766.403	191.97699	0.00011
eri	Eritrea	sub_saharan_africa	2006	561.051	170.69488	0.00011
eri	Eritrea	sub_saharan_africa	2007	579.386	172.60961	0.00011
eri	Eritrea	sub_saharan_africa	2008	414.371	159.34515	0.00011
eri	Eritrea	sub_saharan_africa	2009	513.38	167.45872	0.00011
eri	Eritrea	sub_saharan_africa	2010	513.38	168.71555	
eri	Eritrea	sub_saharan_africa	1992		281.32241	0.00022
eri	Eritrea	sub_saharan_africa	1993		297.20911	0.00022
esp	Spain	europe_central_asia	1990	218597.204	2317.47677	0.00089
esp	Spain	europe_central_asia	1991	225634.177	2397.71417	0.00088
esp	Spain	europe_central_asia	1992	233921.597	2430.37452	0.00086
esp	Spain	europe_central_asia	1993	219253.597	2318.98299	0.00084
esp	Spain	europe_central_asia	1994	233404.55	2436.01236	0.00082
esp	Spain	europe_central_asia	1995	241611.296	2537.07268	8e-04
esp	Spain	europe_central_asia	1996	233305.541	2489.34042	0.00083
esp	Spain	europe_central_asia	1997	252073.247	2634.64913	8e-04
esp	Spain	europe_central_asia	1998	261541.441	2756.21891	0.00081
esp	Spain	europe_central_asia	1999	282355.333	2877.98241	0.00077
esp	Spain	europe_central_asia	2000	294434.431	3003.76167	0.00079
esp	Spain	europe_central_asia	2001	297830.073	3060.88181	0.00082
esp	Spain	europe_central_asia	2002	314518.59	3107.86734	0.00077
esp	Spain	europe_central_asia	2003	321097.188	3157.22726	0.00078
esp	Spain	europe_central_asia	2004	339428.521	3238.50245	0.00076
esp	Spain	europe_central_asia	2005	353462.13	3251.39713	0.00069
esp	Spain	europe_central_asia	2006	350037.152	3194.08125	0.00071
esp	Spain	europe_central_asia	2007	358236.564	3180.03342	0.00068
esp	Spain	europe_central_asia	2008	329285.599	3026.33841	0.00067
esp	Spain	europe_central_asia	2009	288237.201	2757.69141	0.00065
esp	Spain	europe_central_asia	2010	270910.626	2742.87718	0.00074
est	Estonia	europe_central_asia	1992	23879.504	4283.15866	0.00292
est	Estonia	europe_central_asia	1993	19508.44	3639.26919	0.00216
est	Estonia	europe_central_asia	1994	19042.731	3752.38733	0.00232
est	Estonia	europe_central_asia	1995	17520.926	3624.43114	0.00223
est	Estonia	europe_central_asia	1996	18349.668	4043.28995	0.00264
est	Estonia	europe_central_asia	1997	18107.646	4010.91577	0.00262
est	Estonia	europe_central_asia	1998	16310.816	3695.17067	0.00233
est	Estonia	europe_central_asia	1999	15159.378	3462.76697	0.00217
est	Estonia	europe_central_asia	2000	14858.684	3374.70839	0.00232
est	Estonia	europe_central_asia	2001	15570.082	3541.51205	0.00233
est	Estonia	europe_central_asia	2002	14888.02	3415.78062	0.00249
est	Estonia	europe_central_asia	2003	17124.89	3798.03826	0.00289
est	Estonia	europe_central_asia	2004	17282.571	3893.39547	0.00275
est	Estonia	europe_central_asia	2005	16754.523	3846.39294	0.00287
est	Estonia	europe_central_asia	2006	16175.137	3775.03508	0.00279
est	Estonia	europe_central_asia	2007	18709.034	4243.648	0.00328
est	Estonia	europe_central_asia	2008	17491.59	4105.41774	0.00315
est	Estonia	europe_central_asia	2009	14565.324	3648.97884	0.0031
est	Estonia	europe_central_asia	2010	18107.646	4222.73719	0.00365
est	Estonia	europe_central_asia	1990		6232.732	0.00345
est	Estonia	europe_central_asia	1991		5841.39065	0.00305
eth	Ethiopia	sub_saharan_africa	1990	3017.941	476.92443	0.00029
eth	Ethiopia	sub_saharan_africa	1991	2984.938	476.10161	0.00029
eth	Ethiopia	sub_saharan_africa	1992	2966.603	470.45481	0.00029
eth	Ethiopia	sub_saharan_africa	1993	3028.942	472.87349	0.00027
eth	Ethiopia	sub_saharan_africa	1994	2240.537	474.40626	0.00027
eth	Ethiopia	sub_saharan_africa	1995	2563.233	475.84343	0.00027
eth	Ethiopia	sub_saharan_africa	1996	2860.26	476.70612	0.00027
eth	Ethiopia	sub_saharan_africa	1997	3050.944	475.71093	0.00027
eth	Ethiopia	sub_saharan_africa	1998	3219.626	476.09614	0.00027
eth	Ethiopia	sub_saharan_africa	1999	3157.287	475.47544	0.00027
eth	Ethiopia	sub_saharan_africa	2000	3549.656	476.24576	0.00027
eth	Ethiopia	sub_saharan_africa	2001	4352.729	480.06117	0.00027
eth	Ethiopia	sub_saharan_africa	2002	4521.411	480.25726	0.00027
eth	Ethiopia	sub_saharan_africa	2003	4987.12	481.54555	0.00027
eth	Ethiopia	sub_saharan_africa	2004	5295.148	482.13021	0.00027
eth	Ethiopia	sub_saharan_africa	2005	5119.132	480.50922	0.00027
eth	Ethiopia	sub_saharan_africa	2006	5504.167	481.72173	0.00027
eth	Ethiopia	sub_saharan_africa	2007	6013.88	483.64225	0.00037
eth	Ethiopia	sub_saharan_africa	2008	6578.598	485.18881	0.00037
eth	Ethiopia	sub_saharan_africa	2009	6629.936	485.69289	0.00037
eth	Ethiopia	sub_saharan_africa	2010	6585.932	486.34232	
fin	Finland	europe_central_asia	1990	51745.037	5691.57119	0.00242
fin	Finland	europe_central_asia	1991	53699.548	5742.78423	0.00223
fin	Finland	europe_central_asia	1992	47472.982	5380.99307	0.00241
fin	Finland	europe_central_asia	1993	50402.915	5617.21538	0.00233
fin	Finland	europe_central_asia	1994	57223.535	5972.55427	0.00256
fin	Finland	europe_central_asia	1995	52713.125	5661.90388	0.00258
fin	Finland	europe_central_asia	1996	61282.904	6070.21209	0.00266
fin	Finland	europe_central_asia	1997	59933.448	6276.95169	0.00293
fin	Finland	europe_central_asia	1998	56988.847	6319.3266	0.00264
fin	Finland	europe_central_asia	1999	55423.038	6283.95826	0.00298
fin	Finland	europe_central_asia	2000	52427.099	6262.19208	0.00291
fin	Finland	europe_central_asia	2001	57051.186	6410.62523	0.00291
fin	Finland	europe_central_asia	2002	61682.607	6728.58141	0.0031
fin	Finland	europe_central_asia	2003	69130.284	7077.02665	0.00307
fin	Finland	europe_central_asia	2004	67091.432	7134.85421	0.00302
fin	Finland	europe_central_asia	2005	54645.634	6562.02231	0.00318
fin	Finland	europe_central_asia	2006	66200.351	7111.85682	0.00345
fin	Finland	europe_central_asia	2007	63985.483	6974.89676	0.00305
fin	Finland	europe_central_asia	2008	56519.471	6669.17335	0.00311
fin	Finland	europe_central_asia	2009	53149.498	6268.30055	0.0031
fin	Finland	europe_central_asia	2010	62082.31	6828.78375	0.0032
fji	Fiji	east_asia_pacific	1990	814.074	392.25256	
fji	Fiji	east_asia_pacific	1991	671.061		
fji	Fiji	east_asia_pacific	1992	748.068		
fji	Fiji	east_asia_pacific	1993	751.735		
fji	Fiji	east_asia_pacific	1994	748.068		
fji	Fiji	east_asia_pacific	1995	762.736		
fji	Fiji	east_asia_pacific	1996	821.408		
fji	Fiji	east_asia_pacific	1997	792.072		
fji	Fiji	east_asia_pacific	1998	770.07		
fji	Fiji	east_asia_pacific	1999	784.738		
fji	Fiji	east_asia_pacific	2000	843.41		
fji	Fiji	east_asia_pacific	2001	1056.096		
fji	Fiji	east_asia_pacific	2002	891.081		
fji	Fiji	east_asia_pacific	2003	1048.762		
fji	Fiji	east_asia_pacific	2004	1353.123	813.82873	
fji	Fiji	east_asia_pacific	2005	1096.433	703.3196	
fji	Fiji	east_asia_pacific	2006	1217.444	675.60136	
fji	Fiji	east_asia_pacific	2007	1158.772	627.68623	
fji	Fiji	east_asia_pacific	2008	894.748		
fji	Fiji	east_asia_pacific	2009	792.072		
fji	Fiji	east_asia_pacific	2010	1221.111		
fra	France	europe_central_asia	1990	375691.484	3828.40926	0.00197
fra	France	europe_central_asia	1991	390689.514	4043.09902	0.00208
fra	France	europe_central_asia	1992	365893.26	3954.00319	0.0021
fra	France	europe_central_asia	1993	359916.05	4001.90153	0.0022
fra	France	europe_central_asia	1994	338119.402	3836.11235	0.00215
fra	France	europe_central_asia	1995	349160.739	3981.35251	0.00221
fra	France	europe_central_asia	1996	375306.449	4191.92383	0.00227
fra	France	europe_central_asia	1997	351562.624	4049.23251	0.00221
fra	France	europe_central_asia	1998	377444.31	4151.62719	0.00214
fra	France	europe_central_asia	1999	368918.535	4123.52627	0.00216
fra	France	europe_central_asia	2000	362226.26	4135.47764	0.00221
fra	France	europe_central_asia	2001	377535.985	4246.00494	0.00222
fra	France	europe_central_asia	2002	375075.428	4225.46797	0.00225
fra	France	europe_central_asia	2003	380689.605	4270.94946	0.00226
fra	France	europe_central_asia	2004	383758.884	4301.73722	0.00226
fra	France	europe_central_asia	2005	385368.697	4287.15741	0.00225
fra	France	europe_central_asia	2006	375764.824	4188.84293	0.00224
fra	France	europe_central_asia	2007	369142.222	4115.52724	0.00219
fra	France	europe_central_asia	2008	366325.966	4110.58534	0.00221
fra	France	europe_central_asia	2009	351899.988	3913.4574	0.00207
fra	France	europe_central_asia	2010	353033.091	4016.84795	0.00216
fsm	Micronesia, Fed. Sts.	east_asia_pacific	1992	99.009		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	1993	99.009		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	1994	102.676		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	1995	106.343		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	1996	106.343		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	1997	110.01		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	1998	117.344		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	1999	110.01		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2000	124.678		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2001	168.682		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2002	143.013		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2003	143.013		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2004	143.013		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2005	121.011		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2006	121.011		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2007	139.346		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2008	117.344		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2009	161.348		
fsm	Micronesia, Fed. Sts.	east_asia_pacific	2010	113.677		
gab	Gabon	sub_saharan_africa	1990	4499.409	1240.69535	0.01575
gab	Gabon	sub_saharan_africa	1991	4536.079	1247.10828	0.0166
gab	Gabon	sub_saharan_africa	1992	4932.115	1297.99557	0.016
gab	Gabon	sub_saharan_africa	1993	4990.787	1337.62933	0.01644
gab	Gabon	sub_saharan_africa	1994	4389.399	1155.2836	0.01751
gab	Gabon	sub_saharan_africa	1995	4624.087	1234.83225	0.01818
gab	Gabon	sub_saharan_africa	1996	4774.434	1253.66115	0.01781
gab	Gabon	sub_saharan_africa	1997	4796.436	1237.65587	0.01754
gab	Gabon	sub_saharan_africa	1998	4979.786	1284.04216	0.01627
gab	Gabon	sub_saharan_africa	1999	4807.437	1219.1022	0.01428
gab	Gabon	sub_saharan_africa	2000	4693.76	1194.54368	0.01226
gab	Gabon	sub_saharan_africa	2001	4800.103	1250.66805	0.01142
gab	Gabon	sub_saharan_africa	2002	4572.749	1472.24718	0.01094
gab	Gabon	sub_saharan_africa	2003	4642.422	1686.85295	0.01147
gab	Gabon	sub_saharan_africa	2004	4686.426	1905.92763	0.01124
gab	Gabon	sub_saharan_africa	2005	4888.111	2140.7101	0.0109
gab	Gabon	sub_saharan_africa	2006	4173.046	2338.37632	0.00969
gab	Gabon	sub_saharan_africa	2007	4118.041	2526.9552	0.00968
gab	Gabon	sub_saharan_africa	2008	4173.046	2691.66649	0.00932
gab	Gabon	sub_saharan_africa	2009	4250.053	2851.20063	0.0092
gab	Gabon	sub_saharan_africa	2010	4811.104	3098.42154	
gbr	United Kingdom	europe_central_asia	1990	555924.534	3597.05162	0.00364
gbr	United Kingdom	europe_central_asia	1991	566830.192	3707.95197	0.00374
gbr	United Kingdom	europe_central_asia	1992	556280.233	3684.72454	0.00374
gbr	United Kingdom	europe_central_asia	1993	545711.939	3713.18582	0.00387
gbr	United Kingdom	europe_central_asia	1994	546738.699	3732.52111	0.00423
gbr	United Kingdom	europe_central_asia	1995	538117.582	3728.96315	0.00444
gbr	United Kingdom	europe_central_asia	1996	551436.126	3879.82279	0.00462
gbr	United Kingdom	europe_central_asia	1997	527343.936	3760.71237	0.0046
gbr	United Kingdom	europe_central_asia	1998	531905.684	3787.10845	0.00465
gbr	United Kingdom	europe_central_asia	1999	530937.596	3784.07409	0.0048
gbr	United Kingdom	europe_central_asia	2000	541784.582	3785.75313	0.00463
gbr	United Kingdom	europe_central_asia	2001	545862.286	3784.92817	0.00444
gbr	United Kingdom	europe_central_asia	2002	528642.054	3685.86949	0.00436
gbr	United Kingdom	europe_central_asia	2003	540006.087	3731.60972	0.00414
gbr	United Kingdom	europe_central_asia	2004	539239.684	3694.4786	0.00377
gbr	United Kingdom	europe_central_asia	2005	542580.321	3686.3599	0.00341
gbr	United Kingdom	europe_central_asia	2006	541458.219	3598.81041	0.00309
gbr	United Kingdom	europe_central_asia	2007	528425.701	3441.6402200000002	0.0029
gbr	United Kingdom	europe_central_asia	2008	520688.331	3361.98052	0.00272
gbr	United Kingdom	europe_central_asia	2009	471719.213	3145.58566	0.00258
gbr	United Kingdom	europe_central_asia	2010	493207.833	3230.61598	0.00241
geo	Georgia	europe_central_asia	1990	17416.1155	2585.26322	0.00039
geo	Georgia	europe_central_asia	1991	16786.6893	2079.0525	0.00031
geo	Georgia	europe_central_asia	1992	15335.394	1776.76783	0.00028
geo	Georgia	europe_central_asia	1993	9952.238	1548.32339	0.00034
geo	Georgia	europe_central_asia	1994	6083.553	963.63851	2e-04
geo	Georgia	europe_central_asia	1995	2302.876	786.95374	0.00024
geo	Georgia	europe_central_asia	1996	4066.703	811.54763	0.00032
geo	Georgia	europe_central_asia	1997	4437.07	725.52233	0.00029
geo	Georgia	europe_central_asia	1998	4961.451	677.33626	0.00028
geo	Georgia	europe_central_asia	1999	4345.395	624.93655	0.00028
geo	Georgia	europe_central_asia	2000	4536.079	649.38234	0.00028
geo	Georgia	europe_central_asia	2001	3769.676	585.99489	0.00027
geo	Georgia	europe_central_asia	2002	3388.308	583.874	0.00029
