country,name,world_region,year,yearly_co2_emissions,energy_use_per_person,coal_use_per_person,oil_use_per_person,electricity_use_per_person,energy_production_per_person,electricity_generation_per_person,hydro_power_generation_per_person,natural_gas_production_per_person,nuclear_power_generation_per_person,oil_production_per_person
afg,Afghanistan,south_asia,1960,414.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1961,491.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1962,689.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1963,707.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1964,839.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1965,1008.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1966,1092.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1967,1283.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1968,1224.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1969,942.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1970,1672.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1971,1895.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1972,1532.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1973,1639.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1974,1917.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1975,2126.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1976,1987.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1977,2390.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1978,2159.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1979,2240.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1980,1760.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1981,1983.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1982,2101.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1983,2522.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1984,2830.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1985,3509.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1986,3142.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1987,3124.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1988,2867.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1989,2775.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1990,2614.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1991,2438.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1992,1393.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1993,1345.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1994,1294.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1995,1243.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1996,1177.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1997,1096.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1998,1041.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,1999,821.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2000,773.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2001,817.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2002,1070.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2003,1195.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2004,949.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2005,1327.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2006,1650.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2007,2273.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2008,4206.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2009,6769.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afg,Afghanistan,south_asia,2010,8463.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ago,Angola,sub_saharan_africa,1960,550.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ago,Angola,sub_saharan_africa,1961,454.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ago,Angola,sub_saharan_africa,1962,1180.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ago,Angola,sub_saharan_africa,1963,1151.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ago,Angola,sub_saharan_africa,1964,1224.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ago,Angola,sub_saharan_africa,1965,1188.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10559
ago,Angola,sub_saharan_africa,1966,1554.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
ago,Angola,sub_saharan_africa,1967,993.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08371
ago,Angola,sub_saharan_africa,1968,1672.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11496
ago,Angola,sub_saharan_africa,1969,2786.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37003
ago,Angola,sub_saharan_africa,1970,3582.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74745
ago,Angola,sub_saharan_africa,1971,3410.31,555.88256,NA,NA,80.26251,0.00151,NA,0.0086,NA,NA,0.82587
ago,Angola,sub_saharan_africa,1972,4506.743,584.31515,NA,NA,88.51511,0.0017,NA,0.00946,NA,NA,0.99467
ago,Angola,sub_saharan_africa,1973,4880.777,567.56124,NA,NA,101.40204,0.00185,NA,0.01107,NA,NA,1.12325
ago,Angola,sub_saharan_africa,1974,4873.443,564.57829,NA,NA,123.35541,0.00187,NA,0.01139,NA,NA,1.14271
ago,Angola,sub_saharan_africa,1975,4415.068,536.4042,NA,NA,127.43282,0.00172,NA,0.01231,NA,NA,1.01413
ago,Angola,sub_saharan_africa,1976,3285.632,515.44811,NA,NA,55.56261,0.00164,NA,0.00541,NA,NA,0.95735
ago,Angola,sub_saharan_africa,1977,3534.988,493.80223,NA,NA,53.99098,0.00153,NA,0.00526,NA,NA,0.86853
ago,Angola,sub_saharan_africa,1978,5412.492,527.32575,NA,NA,52.41073,0.00142,NA,0.00632,NA,NA,0.77231
ago,Angola,sub_saharan_africa,1979,5504.167,518.22289,NA,NA,54.62001,0.00149,NA,0.00645,NA,NA,0.83319
ago,Angola,sub_saharan_africa,1980,5346.486,510.98635,NA,NA,56.66357,0.00148,NA,0.0067,NA,NA,0.83181
ago,Angola,sub_saharan_africa,1981,5280.48,496.85365,NA,NA,54.73521,0.0013,NA,0.00647,NA,NA,0.7743
ago,Angola,sub_saharan_africa,1982,4649.756,472.82929,NA,NA,56.35475,0.00127,NA,0.00662,NA,NA,0.66895
ago,Angola,sub_saharan_africa,1983,5115.465,468.88113,NA,NA,59.1045,0.00152,NA,0.00585,NA,NA,0.88506
ago,Angola,sub_saharan_africa,1984,5009.122,457.78078,NA,NA,48.84541,0.00163,NA,0.00588,NA,NA,0.98022
ago,Angola,sub_saharan_africa,1985,4701.094,470.37348,NA,NA,56.93257,0.00174,NA,0.00665,NA,NA,1.07946
ago,Angola,sub_saharan_africa,1986,4660.757,462.19851,NA,NA,55.3061,0.00197,NA,0.00647,NA,NA,1.27515
ago,Angola,sub_saharan_africa,1987,5815.862,460.81828,NA,NA,54.10817,0.00233,NA,0.0063,NA,NA,1.56049
ago,Angola,sub_saharan_africa,1988,5130.133,467.21417,NA,NA,53.06598,0.00276,NA,0.00615,NA,NA,1.93852
ago,Angola,sub_saharan_africa,1989,5009.122,464.97521,NA,NA,51.91407,0.0027,NA,0.00607,NA,NA,1.91439
ago,Angola,sub_saharan_africa,1990,5115.465,483.35739,NA,NA,51.76051,0.00277,NA,0.00603,NA,NA,1.92089
ago,Angola,sub_saharan_africa,1991,5089.796,479.8715,NA,NA,53.13282,0.00281,NA,0.00623,NA,NA,1.95277
ago,Angola,sub_saharan_africa,1992,5196.139,467.10918,NA,NA,52.20404,0.00298,NA,0.00656,NA,NA,2.09379
ago,Angola,sub_saharan_africa,1993,5775.525,468.05375,NA,NA,50.73213,0.00268,NA,0.00673,NA,NA,1.85098
ago,Angola,sub_saharan_africa,1994,3890.687,459.45363,NA,NA,49.41732,0.00281,NA,0.00655,NA,NA,1.98132
ago,Angola,sub_saharan_africa,1995,10975.331,445.32621,NA,NA,48.14635,0.00301,NA,0.00639,NA,NA,2.18467
ago,Angola,sub_saharan_africa,1996,10458.284,445.34767,NA,NA,50.12844,0.0032,NA,0.00639,NA,NA,2.40862
ago,Angola,sub_saharan_africa,1997,7381.671,442.78132,NA,NA,68.32801,0.00325,NA,0.00588,NA,NA,2.41898
ago,Angola,sub_saharan_africa,1998,7308.331,429.83264,NA,NA,72.62493,0.00327,NA,0.00694,NA,NA,2.32193
ago,Angola,sub_saharan_africa,1999,9156.499,438.87033,NA,NA,71.5371,0.00322,NA,0.00569,NA,NA,2.30097
ago,Angola,sub_saharan_africa,2000,9541.534,437.33765,NA,NA,75.05661,0.00314,NA,0.00563,NA,NA,2.24136
ago,Angola,sub_saharan_africa,2001,9732.218,442.00038,NA,NA,82.43409,0.00302,NA,0.00608,NA,NA,2.15212
ago,Angola,sub_saharan_africa,2002,12665.818,446.90382,NA,NA,85.75827,0.00345,NA,0.0066,NA,NA,2.53804
ago,Angola,sub_saharan_africa,2003,9064.824,465.54031,NA,NA,95.4219,0.00333,NA,0.00692,NA,NA,2.35303
ago,Angola,sub_saharan_africa,2004,18793.375,462.15755,NA,NA,87.03619,0.00361,NA,0.00943,NA,NA,2.88693
ago,Angola,sub_saharan_africa,2005,19156.408,430.93507,NA,NA,108.63038,0.0043,NA,0.01157,NA,NA,3.21462
ago,Angola,sub_saharan_africa,2006,22266.024,456.24691,NA,NA,143.91188,0.0047,NA,0.01347,NA,NA,3.43632
ago,Angola,sub_saharan_africa,2007,25151.953,469.6202,NA,NA,132.68128,0.00542,NA,0.01225,NA,NA,3.93134
ago,Angola,sub_saharan_africa,2008,25709.337,490.53642,NA,NA,171.87958,0.00586,NA,0.01494,NA,NA,4.29878
ago,Angola,sub_saharan_africa,2009,27792.193,514.41135,NA,NA,188.96167,0.00544,NA,0.01434,NA,NA,3.88544
ago,Angola,sub_saharan_africa,2010,29057.308,520.67512,NA,NA,206.34058,NA,NA,0.01593,NA,NA,3.87374
alb,Albania,europe_central_asia,1960,2024.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1961,2280.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1962,2464.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1963,2082.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1964,2016.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1965,2174.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1966,2552.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1967,2680.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1968,3072.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1969,3245.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1970,3744.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alb,Albania,europe_central_asia,1971,4352.729,785.16153,NA,NA,532.02843,0.00111,NA,0.0275,NA,NA,NA
alb,Albania,europe_central_asia,1972,5643.513,865.59248,NA,NA,568.4032,0.00132,NA,0.03452,NA,NA,NA
alb,Albania,europe_central_asia,1973,5291.481,762.72536,NA,NA,593.44675,0.00131,NA,0.04223,NA,NA,NA
alb,Albania,europe_central_asia,1974,4345.395,776.93475,NA,NA,591.03264,0.00115,NA,0.04761,NA,NA,NA
alb,Albania,europe_central_asia,1975,4594.751,826.95208,NA,NA,739.34509,0.00121,NA,0.0573,NA,NA,NA
alb,Albania,europe_central_asia,1976,4950.45,890.95336,NA,NA,908.67455,0.00125,NA,0.06657,NA,NA,NA
alb,Albania,europe_central_asia,1977,5720.52,923.72887,NA,NA,1067.81416,0.00126,NA,0.07542,NA,NA,NA
alb,Albania,europe_central_asia,1978,6494.257,1010.81922,NA,NA,1098.48317,0.00136,NA,0.08054,NA,NA,NA
alb,Albania,europe_central_asia,1979,7587.023,864.19946,NA,NA,1065.7674,0.00129,NA,0.08873,NA,NA,NA
alb,Albania,europe_central_asia,1980,5170.47,1149.5361,NA,NA,1142.96536,0.00128,NA,0.09496,NA,NA,NA
alb,Albania,europe_central_asia,1981,7341.334,989.20015,NA,NA,1123.96811,9.9e-4,NA,0.09624,NA,NA,NA
alb,Albania,europe_central_asia,1982,7308.331,966.68328,NA,NA,1096.87323,9.5e-4,NA,0.09674,NA,NA,NA
alb,Albania,europe_central_asia,1983,7631.027,1000.12201,NA,NA,1070.69016,9.9e-4,NA,0.09717,NA,NA,NA
alb,Albania,europe_central_asia,1984,7825.378,1018.26314,NA,NA,1018.10029,0.00104,NA,0.08146,NA,NA,NA
alb,Albania,europe_central_asia,1985,7880.383,916.55519,NA,NA,796.35397,9.5e-4,NA,0.06193,NA,NA,NA
alb,Albania,europe_central_asia,1986,8056.399,963.92717,NA,NA,1420.61479,9.9e-4,NA,0.1151,NA,NA,NA
alb,Albania,europe_central_asia,1987,7444.01,921.89304,NA,NA,1161.95168,0.00093000000000000005,NA,0.09244,NA,NA,NA
alb,Albania,europe_central_asia,1988,7326.666,927.74452,NA,NA,1005.93953,9e-4,NA,0.0791,NA,NA,NA
alb,Albania,europe_central_asia,1989,8984.15,896.43776,NA,NA,1021.3935,8.9e-4,NA,0.08129,NA,NA,NA
alb,Albania,europe_central_asia,1990,5515.168,813.2557,NA,NA,552.25218,7.4e-4,NA,0.07444,NA,NA,NA
alb,Albania,europe_central_asia,1991,4286.723,572.78184,NA,NA,418.45359,5.8e-4,NA,0.0919,NA,NA,NA
alb,Albania,europe_central_asia,1992,2515.562,418.28663,NA,NA,453.64407,4.3e-4,NA,0.08491,NA,NA,NA
alb,Albania,europe_central_asia,1993,2335.879,412.37888,NA,NA,536.36383,4.1e-4,NA,0.08836,NA,NA,NA
alb,Albania,europe_central_asia,1994,1925.175,441.2493,NA,NA,596.40796,4e-4,NA,0.102,NA,NA,NA
alb,Albania,europe_central_asia,1995,2086.523,417.03484,NA,NA,663.784,3.9e-4,NA,0.1151,NA,NA,NA
alb,Albania,europe_central_asia,1996,2016.85,447.84887,NA,NA,904.34664,4.3e-4,NA,0.1582,NA,NA,NA
alb,Albania,europe_central_asia,1997,1543.807,384.59496,NA,NA,694.6648,3.6e-4,NA,0.1398,NA,NA,NA
alb,Albania,europe_central_asia,1998,1752.826,426.68282,NA,NA,734.84991,3.5e-4,NA,0.1374,NA,NA,NA
alb,Albania,europe_central_asia,1999,2984.938,576.18363,NA,NA,1414.70378,3.5e-4,NA,0.1479,NA,NA,NA
alb,Albania,europe_central_asia,2000,3021.608,580.49476,NA,NA,1449.64741,3.2e-4,NA,0.1286,NA,NA,NA
alb,Albania,europe_central_asia,2001,3223.293,597.26525,NA,NA,1351.2308,2.9e-4,NA,0.09933,NA,NA,NA
alb,Albania,europe_central_asia,2002,3751.341,660.04798,NA,NA,1578.16592,3.1e-4,NA,0.09773,NA,NA,NA
alb,Albania,europe_central_asia,2003,4294.057,648.16839,NA,NA,1469.26454,3.4e-4,NA,0.1352,NA,NA,NA
alb,Albania,europe_central_asia,2004,4165.712,715.41448,NA,NA,1797.52549,3.7e-4,NA,0.1504,NA,NA,NA
alb,Albania,europe_central_asia,2005,4253.72,719.58438,NA,NA,1722.07285,3.7e-4,NA,0.147,NA,NA,NA
alb,Albania,europe_central_asia,2006,3898.021,706.85941,NA,NA,1218.36015,3.8e-4,NA,0.1479,NA,NA,NA
alb,Albania,europe_central_asia,2007,3927.357,679.86177,NA,NA,1213.12437,3.3e-4,NA,0.07563,NA,NA,NA
alb,Albania,europe_central_asia,2008,4374.731,710.7485,NA,NA,1617.74416,3.6e-4,NA,0.1026,NA,NA,NA
alb,Albania,europe_central_asia,2009,4378.398,732.31668,NA,NA,1835.68407,3.9e-4,NA,0.1402,NA,NA,NA
alb,Albania,europe_central_asia,2010,4598.418,729.15437,NA,NA,1943.34335,NA,NA,0.2034,NA,NA,NA
and,Andorra,europe_central_asia,1990,407.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,1991,407.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,1992,407.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,1993,410.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,1994,407.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,1995,425.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,1996,454.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,1997,465.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,1998,491.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,1999,513.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2000,524.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2001,524.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2002,531.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2003,535.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2004,561.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2005,575.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2006,546.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2007,539.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2008,539.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2009,517.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
and,Andorra,europe_central_asia,2010,517.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
are,United Arab Emirates,middle_east_north_africa,1960,11.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
are,United Arab Emirates,middle_east_north_africa,1961,11.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
are,United Arab Emirates,middle_east_north_africa,1962,18.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
are,United Arab Emirates,middle_east_north_africa,1963,22.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
are,United Arab Emirates,middle_east_north_africa,1964,18.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
are,United Arab Emirates,middle_east_north_africa,1965,22.002,NA,0,0.46868,NA,NA,NA,NA,NA,NA,90.82747
are,United Arab Emirates,middle_east_north_africa,1966,25.669,NA,0,0.47056,NA,NA,NA,NA,NA,NA,108.63591
are,United Arab Emirates,middle_east_north_africa,1967,916.75,NA,0,0.47881,NA,NA,NA,NA,NA,NA,108.6368
are,United Arab Emirates,middle_east_north_africa,1968,1243.113,NA,0,0.49808,NA,NA,NA,NA,NA,NA,132.0076
are,United Arab Emirates,middle_east_north_africa,1969,20524.199,NA,0,0.49607,NA,NA,NA,NA,NA,NA,142.32166
are,United Arab Emirates,middle_east_north_africa,1970,15247.386,NA,0,0.49533,NA,NA,NA,NA,3.18473,NA,156.69706
are,United Arab Emirates,middle_east_north_africa,1971,21184.259,3629.59456,0,0.48779,677.88586,0.1937,NA,NA,4.74879,NA,192.10711
are,United Arab Emirates,middle_east_north_africa,1972,23454.132,3158.75706,0,0.53793,1307.24847,0.1852,NA,NA,4.03895,NA,189.71331
are,United Arab Emirates,middle_east_north_africa,1973,30630.451,3285.54739,0,0.70498,1689.43586,0.1987,NA,NA,3.93279,NA,177.53176
are,United Arab Emirates,middle_east_north_africa,1974,31327.181,2845.35518,0,0.82314,1860.55787,0.1836,NA,NA,3.31803,NA,167.56901
are,United Arab Emirates,middle_east_north_africa,1975,31070.491,3495.05163,0,1.13472,2296.49086,0.1582,NA,NA,2.69517,NA,148.16786
are,United Arab Emirates,middle_east_north_africa,1976,39651.271,3803.82352,0,1.43908,2790.04487,0.1554,NA,NA,2.69885,NA,145.39457
are,United Arab Emirates,middle_east_north_africa,1977,38785.859,5490.27224,0,1.86201,3673.22224,0.1398,NA,NA,4.69178,NA,129.33672
are,United Arab Emirates,middle_east_north_africa,1978,44814.407,5597.22362,0,1.78349,4107.8917,0.1142,NA,NA,6.02984,NA,103.92813
are,United Arab Emirates,middle_east_north_africa,1979,36607.661,5849.81198,0,2.18268,4875.84555,0.1028,NA,NA,5.77602,NA,93.13789
are,United Arab Emirates,middle_east_north_africa,1980,36904.688,6938.02092,0,4.87536,5626.52535,0.08877,NA,NA,6.49281,NA,80.86943
are,United Arab Emirates,middle_east_north_africa,1981,36857.017,7914.20198,0,4.95405,5986.26104,0.07554,NA,NA,7.11393,NA,66.08261
are,United Arab Emirates,middle_east_north_africa,1982,36871.685,8126.51308,0,5.18518,6969.05119,0.06135,NA,NA,7.18762,NA,54.71168
are,United Arab Emirates,middle_east_north_africa,1983,35342.546,7433.21788,0,4.93991,7526.37543,0.05443,NA,NA,6.0045,NA,48.55554
are,United Arab Emirates,middle_east_north_africa,1984,46394.884,9160.15057,0,5.38879,7758.9463,0.05027,NA,NA,7.50866,NA,45.45923
are,United Arab Emirates,middle_east_north_africa,1985,49926.205,9861.16982,0,6.37934,8023.424,0.047,8626.56464,NA,8.55971,NA,41.92942
are,United Arab Emirates,middle_east_north_africa,1986,47234.627,10585.56749,0,7.289,8094.58925,0.05125,8703.87402,NA,9.30433,NA,49.86218
are,United Arab Emirates,middle_east_north_africa,1987,47693.002,11084.6354,0,7.50424,8137.92114,0.05282,8751.10046,NA,9.73975,NA,47.78378
are,United Arab Emirates,middle_east_north_africa,1988,48367.73,10716.4059,0,8.46756,8334.69719,0.05194,8962.16986,NA,9.43564,NA,45.72518
are,United Arab Emirates,middle_east_north_africa,1989,54487.953,11666.45805,0,8.37451,8090.34858,0.05914,8890.44289,NA,10.44507,NA,54.10175
are,United Arab Emirates,middle_east_north_africa,1990,52009.061,10979.65405,0,8.27449,8355.66995,0.06093,9182.47433,NA,9.72973,NA,57.84405
are,United Arab Emirates,middle_east_north_africa,1991,57010.849,11922.62539,0,9.67246,8015.12264,0.06665,8808.00558,NA,10.87752,NA,63.20221
are,United Arab Emirates,middle_east_north_africa,1992,58136.618,10714.332,0,9.19852,8150.42755,0.06651,8956.50853,NA,9.56227,NA,56.75155
are,United Arab Emirates,middle_east_north_africa,1993,65980.331,10652.13135,0,8.99744,8958.0299,0.06188,9844.13825,NA,9.37345,NA,51.91163
are,United Arab Emirates,middle_east_north_africa,1994,73130.981,11188.16191,0,8.95655,9275.61724,0.05981,10192.87272,NA,10.38096,NA,49.92086
are,United Arab Emirates,middle_east_north_africa,1995,70641.088,11305.33114,0,8.51267,9273.44599,0.05835,10201.64814,NA,11.51085,NA,45.87107
are,United Arab Emirates,middle_east_north_africa,1996,41059.399,11368.97652,0,7.84319,9394.71494,0.05742,10335.1977,NA,11.83188,NA,45.81061
are,United Arab Emirates,middle_east_north_africa,1997,41646.119,11435.91135,0,7.59775,9820.334,0.05636,10542.18318,NA,12.10329,NA,45.21094
are,United Arab Emirates,middle_east_north_africa,1998,81495.408,11125.36569,0,7.19026,11133.68063,0.05478,11765.43129,NA,11.75521,NA,44.13094
are,United Arab Emirates,middle_east_north_africa,1999,78374.791,10789.94914,0,6.65928,12128.52583,0.04927,12424.69451,NA,11.59274,NA,40.23209
are,United Arab Emirates,middle_east_north_africa,2000,112562.232,9991.42357,0,6.23343,12232.62043,0.05156,12660.8398,NA,10.9486,NA,39.45894
are,United Arab Emirates,middle_east_north_africa,2001,101414.552,12087.10439,0.00556,5.83097,12048.59123,0.04837,12980.03146,NA,12.16044,NA,35.89863
are,United Arab Emirates,middle_east_north_africa,2002,84704.033,11369.47798,0.02688,5.70992,12401.23265,0.04577,13282.83957,NA,11.13442,NA,32.08513
are,United Arab Emirates,middle_east_north_africa,2003,106841.712,10484.09458,0.02964,5.92421,12266.92521,0.04802,13239.15026,NA,10.77278,NA,33.72055
are,United Arab Emirates,middle_east_north_africa,2004,113240.627,10238.10089,0.03075,5.86825,11902.35354,0.04678,12822.37885,NA,10.19122,NA,32.29017
are,United Arab Emirates,middle_east_north_africa,2005,116148.558,9716.63382,0.03176,5.4527,12303.14165,0.04284,13254.10596,NA,9.39195,NA,29.63602
are,United Arab Emirates,middle_east_north_africa,2006,123874.927,8812.96642,0.05372,5.12664,11823.08693,0.03971,12737.04548,NA,8.37671,NA,27.52749
are,United Arab Emirates,middle_east_north_africa,2007,135627.662,8295.73464,0.02243,4.75044,11688.32179,0.03432,13031.12623,NA,7.4885,NA,23.09207
are,United Arab Emirates,middle_east_north_africa,2008,157354.637,8604.06441,0.04979,4.37537,11613.97901,0.03013,11670.98281,NA,6.55848,NA,20.50976
are,United Arab Emirates,middle_east_north_africa,2009,167959.601,7820.25484,0.07186,3.77387,10966.43493,0.02433,11178.39902,NA,5.7336,NA,16.46537
are,United Arab Emirates,middle_east_north_africa,2010,160812.618,7458.87946,0.08658,3.71698,10968.25849,NA,11359.27814,NA,5.58043,NA,16.122
arg,Argentina,america,1960,48815.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arg,Argentina,america,1961,51180.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
